OpenCTD,,,,,,Commercial CTD,,,
Raw Data,,,,Processed Data,,Raw Data,,Processed Data,
Temp 1,Temp 2,Temp 3,Pressure,Depth (m),Temp C,Depth (m),Temp C,Depth (m),Temp C
16.31,16.69,16.5,1030.7,0.08,15.9,0.452,10.9883,0.45,10.99
16.19,16.19,16.44,1060.7,0.38,15.67,0.45,10.9892,0.45,10.99
15.44,15.19,16,1076.2,0.54,14.94,0.461,10.9887,0.46,10.99
14.69,14.44,15.63,1078.5,0.56,14.32,0.45,10.9881,0.45,10.99
14.13,13.88,15.25,1079.6,0.57,13.82,0.452,10.9884,0.45,10.99
13.69,13.56,14.94,1077.4,0.55,13.46,0.439,10.9877,0.44,10.99
13.38,13.31,14.69,1078.5,0.56,13.19,0.452,10.9852,0.45,10.99
13.19,13.13,14.56,1078.5,0.56,13.03,0.45,10.9842,0.45,10.98
13.06,13.06,14.44,1078.5,0.56,12.92,0.442,10.9865,0.44,10.99
12.94,12.94,14.31,1079.6,0.57,12.8,0.45,10.9901,0.45,10.99
12.88,12.88,14.25,1079.5,0.57,12.74,0.452,10.9908,0.45,10.99
12.88,12.81,14.19,1077.3,0.55,12.69,0.439,10.9891,0.44,10.99
12.81,12.81,14.13,1080.7,0.59,12.65,0.45,10.9897,0.45,10.99
12.75,12.75,14.06,1076.2,0.54,12.59,0.452,10.9958,0.45,11
12.69,12.69,14,1077.4,0.55,12.53,0.45,10.9991,0.45,11
12.69,12.69,14,1078.5,0.56,12.53,0.452,10.9962,0.45,11
12.63,12.69,13.94,1077.4,0.55,12.49,0.45,10.9951,0.45,11
12.63,12.69,13.88,1077.3,0.55,12.47,0.452,10.9931,0.45,10.99
12.56,12.63,13.88,1078.4,0.56,12.42,0.45,10.9883,0.45,10.99
12.5,12.63,13.81,1078.4,0.56,12.38,0.452,10.9876,0.45,10.99
12.5,12.56,13.81,1078.4,0.56,12.36,0.46,10.9911,0.46,10.99
12.5,12.56,13.75,1078.4,0.56,12.34,0.452,10.9954,0.45,11
12.44,12.56,13.75,1077.4,0.55,12.32,0.46,10.9984,0.46,11
12.44,12.56,13.75,1076.2,0.54,12.32,0.452,11.0007,0.45,11
12.44,12.56,13.75,1077.3,0.55,12.32,0.46,11.0028,0.46,11
12.44,12.56,13.69,1077.3,0.55,12.3,0.461,11.0041,0.46,11
12.44,12.56,13.69,1077.3,0.55,12.3,0.46,11.005,0.46,11.01
12.44,12.56,13.69,1077.3,0.55,12.3,0.461,11.0046,0.46,11
12.44,12.5,13.69,1077.3,0.55,12.28,0.469,11.0017,0.47,11
12.44,12.5,13.75,1077.3,0.55,12.3,0.461,10.9984,0.46,11
12.5,12.56,13.75,1077.3,0.55,12.34,0.469,10.9979,0.47,11
12.5,12.56,13.75,1077.3,0.55,12.34,0.461,10.9983,0.46,11
12.44,12.56,13.69,1077.3,0.55,12.3,0.469,10.9981,0.47,11
12.44,12.56,13.69,1075.1,0.53,12.3,0.472,10.9983,0.47,11
12.44,12.56,13.69,1078.4,0.56,12.3,0.46,10.9979,0.46,11
12.44,12.56,13.69,1077.3,0.55,12.3,0.472,10.9975,0.47,11
12.44,12.56,13.69,1077.3,0.55,12.3,0.469,10.999,0.47,11
12.44,12.56,13.69,1077.3,0.55,12.3,0.472,10.9926,0.47,10.99
12.44,12.56,13.69,1077.3,0.55,12.3,0.479,10.9819,0.48,10.98
12.5,12.56,13.69,1077.3,0.55,12.32,0.472,10.9781,0.47,10.98
12.44,12.56,13.69,1076.2,0.54,12.3,0.469,10.9764,0.47,10.98
12.44,12.56,13.69,1076.2,0.54,12.3,0.472,10.9752,0.47,10.98
12.44,12.5,13.69,1077.3,0.55,12.28,0.479,10.9744,0.48,10.97
12.44,12.5,13.69,1077.3,0.55,12.28,0.472,10.9733,0.47,10.97
12.44,12.5,13.69,1078.4,0.56,12.28,0.469,10.9718,0.47,10.97
12.44,12.5,13.69,1077.3,0.55,12.28,0.482,10.9711,0.48,10.97
12.44,12.5,13.63,1076.1,0.54,12.26,0.479,10.9727,0.48,10.97
12.44,12.5,13.63,1078.4,0.56,12.26,0.472,10.9748,0.47,10.97
12.44,12.5,13.63,1075,0.53,12.26,0.469,10.9779,0.47,10.98
12.44,12.5,13.56,1077.3,0.55,12.23,0.482,10.9821,0.48,10.98
12.5,12.5,13.56,1077.3,0.55,12.25,0.469,10.9839,0.47,10.98
12.5,12.5,13.56,1076.1,0.54,12.25,0.472,10.9826,0.47,10.98
12.44,12.44,13.56,1076.1,0.54,12.21,0.479,10.9794,0.48,10.98
12.44,12.44,13.56,1078.4,0.56,12.21,0.472,10.9759,0.47,10.98
12.44,12.44,13.5,1076.1,0.54,12.19,0.479,10.9739,0.48,10.97
12.38,12.38,13.5,1076.2,0.54,12.15,0.472,10.9727,0.47,10.97
12.38,12.44,13.5,1077.3,0.55,12.17,0.469,10.9729,0.47,10.97
12.38,12.44,13.5,1077.2,0.55,12.17,0.472,10.9746,0.47,10.97
12.38,12.38,13.5,1075,0.53,12.15,0.479,10.9759,0.48,10.98
12.31,12.38,13.44,1077.2,0.55,12.11,0.472,10.9762,0.47,10.98
12.31,12.38,13.38,1077.2,0.55,12.09,0.469,10.9768,0.47,10.98
12.31,12.31,13.38,1077.2,0.55,12.07,0.472,10.9776,0.47,10.98
12.31,12.38,13.38,1076.1,0.54,12.09,0.46,10.9758,0.46,10.98
12.31,12.38,13.38,1077.2,0.55,12.09,0.472,10.9739,0.47,10.97
12.38,12.38,13.38,1077.2,0.55,12.11,0.469,10.9729,0.47,10.97
12.38,12.44,13.38,1077.2,0.55,12.13,0.461,10.9723,0.46,10.97
12.38,12.38,13.38,1077.2,0.55,12.11,0.469,10.9714,0.47,10.97
12.38,12.38,13.44,1076.1,0.54,12.13,0.461,10.9711,0.46,10.97
12.38,12.38,13.44,1079.4,0.57,12.13,0.469,10.9709,0.47,10.97
12.38,12.44,13.44,1077.2,0.55,12.15,0.461,10.9711,0.46,10.97
12.38,12.44,13.38,1076.1,0.54,12.13,0.469,10.9733,0.47,10.97
12.31,12.44,13.38,1077.2,0.55,12.11,0.461,10.9727,0.46,10.97
12.31,12.38,13.38,1076.1,0.54,12.09,0.46,10.9712,0.46,10.97
12.38,12.38,13.38,1076.1,0.54,12.11,0.461,10.9691,0.46,10.97
12.38,12.38,13.38,1077.2,0.55,12.11,0.46,10.9669,0.46,10.97
12.31,12.38,13.38,1077.2,0.55,12.09,0.461,10.9679,0.46,10.97
12.38,12.38,13.31,1078.3,0.56,12.09,0.46,10.9696,0.46,10.97
12.38,12.38,13.31,1077.1,0.55,12.09,0.461,10.9723,0.46,10.97
12.38,12.38,13.31,1076.1,0.54,12.09,0.46,10.9748,0.46,10.97
12.38,12.38,13.38,1075,0.53,12.11,0.452,10.9723,0.45,10.97
12.38,12.38,13.31,1078.3,0.56,12.09,0.46,10.9706,0.46,10.97
12.38,12.38,13.31,1076.1,0.54,12.09,0.45,10.9666,0.45,10.97
12.38,12.38,13.31,1076.1,0.54,12.09,0.461,10.9598,0.46,10.96
12.31,12.38,13.31,1078.3,0.56,12.07,0.46,10.9563,0.46,10.96
12.31,12.38,13.31,1076.1,0.54,12.07,0.461,10.958,0.46,10.96
12.38,12.31,13.31,1076.1,0.54,12.07,0.45,10.9614,0.45,10.96
12.38,12.31,13.31,1077.2,0.55,12.07,0.452,10.9662,0.45,10.97
12.31,12.31,13.31,1076.1,0.54,12.04,0.46,10.9674,0.46,10.97
12.38,12.31,13.31,1076,0.54,12.07,0.452,10.9686,0.45,10.97
12.38,12.31,13.31,1076.1,0.54,12.07,0.46,10.9708,0.46,10.97
12.31,12.31,13.31,1077.1,0.55,12.04,0.452,10.9706,0.45,10.97
12.31,12.31,13.25,1077.1,0.55,12.02,0.46,10.9704,0.46,10.97
12.31,12.38,13.25,1077.1,0.55,12.05,0.452,10.9716,0.45,10.97
12.31,12.31,13.25,1076,0.54,12.02,0.46,10.9756,0.46,10.98
12.31,12.31,13.25,1077.1,0.55,12.02,0.452,10.9771,0.45,10.98
12.31,12.31,13.25,1077.1,0.55,12.02,0.46,10.9731,0.46,10.97
12.31,12.31,13.25,1077.1,0.55,12.02,0.461,10.9698,0.46,10.97
12.31,12.31,13.25,1076,0.54,12.02,0.45,10.9679,0.45,10.97
12.31,12.31,13.25,1077.1,0.55,12.02,0.461,10.9641,0.46,10.96
12.31,12.31,13.25,1077.1,0.55,12.02,0.46,10.9586,0.46,10.96
12.31,12.31,13.19,1078.2,0.56,12,0.461,10.9595,0.46,10.96
12.31,12.31,13.19,1077.1,0.55,12,0.46,10.9631,0.46,10.96
12.31,12.31,13.19,1077.1,0.55,12,0.461,10.9628,0.46,10.96
12.31,12.31,13.19,1077.1,0.55,12,0.46,10.9653,0.46,10.97
12.31,12.31,13.25,1076,0.54,12.02,0.472,10.9654,0.47,10.97
12.31,12.31,13.25,1076,0.54,12.02,0.46,10.9633,0.46,10.96
12.38,12.31,13.25,1078.3,0.56,12.05,0.461,10.9631,0.46,10.96
12.31,12.31,13.25,1077.1,0.55,12.02,0.469,10.9662,0.47,10.97
12.31,12.31,13.25,1076,0.54,12.02,0.472,10.9648,0.47,10.96
12.31,12.31,13.19,1077.1,0.55,12,0.46,10.9613,0.46,10.96
12.31,12.31,13.19,1076,0.54,12,0.472,10.9593,0.47,10.96
12.31,12.31,13.19,1077.1,0.55,12,0.469,10.9614,0.47,10.96
12.31,12.31,13.19,1077.1,0.55,12,0.461,10.9628,0.46,10.96
12.31,12.31,13.19,1074.9,0.53,12,0.479,10.9631,0.48,10.96
12.31,12.31,13.25,1078.2,0.56,12.02,0.472,10.9644,0.47,10.96
12.31,12.31,13.25,1077.1,0.55,12.02,0.469,10.9648,0.47,10.96
12.31,12.31,13.25,1077.1,0.55,12.02,0.472,10.9621,0.47,10.96
12.31,12.31,13.25,1074.9,0.53,12.02,0.469,10.9581,0.47,10.96
12.31,12.31,13.25,1078.2,0.56,12.02,0.461,10.9508,0.46,10.95
12.31,12.31,13.19,1077.1,0.55,12,0.479,10.9537,0.48,10.95
12.31,12.31,13.19,1078.2,0.56,12,0.472,10.9691,0.47,10.97
12.31,12.25,13.19,1076,0.54,11.98,0.469,10.9834,0.47,10.98
12.31,12.25,13.19,1078.2,0.56,11.98,0.472,10.9887,0.47,10.99
12.31,12.25,13.19,1077.1,0.55,11.98,0.469,10.9768,0.47,10.98
12.25,12.25,13.19,1077.1,0.55,11.96,0.472,10.9586,0.47,10.96
12.31,12.25,13.19,1077.1,0.55,11.98,0.469,10.9471,0.47,10.95
12.25,12.25,13.13,1076,0.54,11.94,0.472,10.9419,0.47,10.94
12.25,12.25,13.19,1077.1,0.55,11.96,0.469,10.9405,0.47,10.94
12.25,12.25,13.19,1078.2,0.56,11.96,0.472,10.9438,0.47,10.94
12.31,12.25,13.13,1075.9,0.54,11.96,0.46,10.9599,0.46,10.96
12.25,12.25,13.13,1075.9,0.54,11.94,0.472,10.9777,0.47,10.98
12.25,12.25,13.13,1075.9,0.54,11.94,0.46,10.9881,0.46,10.99
12.25,12.25,13.13,1077,0.55,11.94,0.472,10.9933,0.47,10.99
12.25,12.25,13.13,1077,0.55,11.94,0.46,10.9946,0.46,10.99
12.25,12.25,13.13,1077,0.55,11.94,0.461,10.9949,0.46,10.99
12.31,12.25,13.13,1077,0.55,11.96,0.46,10.9966,0.46,11
12.25,12.25,13.13,1077,0.55,11.94,0.461,10.9959,0.46,11
12.25,12.25,13.13,1078.1,0.56,11.94,0.46,10.9962,0.46,11
12.25,12.25,13.13,1078.1,0.56,11.94,0.461,10.9964,0.46,11
12.31,12.25,13.13,1077,0.55,11.96,0.46,10.9952,0.46,11
12.31,12.25,13.13,1075.9,0.54,11.96,0.452,10.9948,0.45,10.99
12.31,12.25,13.13,1078.1,0.56,11.96,0.46,10.9956,0.46,11
12.31,12.25,13.13,1078.2,0.56,11.96,0.461,10.9939,0.46,10.99
12.31,12.31,13.13,1077,0.55,11.98,0.45,10.9937,0.45,10.99
12.31,12.25,13.13,1075.9,0.54,11.96,0.452,10.9949,0.45,10.99
12.31,12.25,13.06,1078.1,0.56,11.94,0.46,10.9917,0.46,10.99
12.31,12.25,13.06,1077,0.55,11.94,0.452,10.9851,0.45,10.99
12.25,12.25,13.13,1077,0.55,11.94,0.46,10.9811,0.46,10.98
12.25,12.19,13.13,1087,0.65,11.92,0.45,10.9816,0.45,10.98
12.25,12.25,13.13,1115.9,0.94,11.94,0.461,10.9856,0.46,10.99
12.25,12.19,13.06,1144.8,1.24,11.9,0.45,10.9908,0.45,10.99
12.19,12.19,13.06,1209.3,1.9,11.88,0.461,10.9958,0.46,11
12.19,12.19,13.06,1232.6,2.13,11.88,0.45,10.9986,0.45,11
12.13,12.19,13.06,1262.5,2.44,11.86,0.461,11.0002,0.46,11
12.13,12.19,13,1293.8,2.76,11.84,0.46,10.9999,0.46,11
12.13,12.19,13,1323.8,3.06,11.84,0.461,10.9997,0.46,11
12.06,12.19,12.94,1352.7,3.36,11.8,0.46,10.9996,0.46,11
12,12.13,12.88,1383.8,3.68,11.74,0.461,11.0001,0.46,11
12,12.13,12.88,1413.8,3.98,11.74,0.46,11.0009,0.46,11
11.94,12.13,12.81,1442.7,4.28,11.69,0.461,11.0007,0.46,11
11.94,12.06,12.75,1476.1,4.62,11.65,0.469,11.0002,0.47,11
11.88,12.06,12.69,1502.8,4.89,11.61,0.461,11.0004,0.46,11
11.88,12.06,12.63,1537.2,5.24,11.59,0.46,11.0002,0.46,11
11.81,12,12.56,1563.9,5.51,11.52,0.472,10.9992,0.47,11
11.81,12,12.5,1593.9,5.82,11.5,0.46,10.9989,0.46,11
11.75,11.94,12.5,1625,6.13,11.46,0.472,10.9971,0.47,11
11.75,11.88,12.44,1653.9,6.43,11.42,0.46,10.9958,0.46,11
11.69,11.81,12.38,1685,6.75,11.36,0.472,10.9959,0.47,11
11.63,11.75,12.31,1715,7.05,11.3,0.469,10.9961,0.47,11
11.5,11.69,12.19,1744.9,7.36,11.19,0.461,10.9936,0.46,10.99
11.44,11.56,12.06,1775.9,7.67,11.09,0.469,10.9916,0.47,10.99
11.31,11.5,11.94,1809.2,8.01,10.98,0.461,10.9908,0.46,10.99
11.19,11.38,11.81,1837.8,8.3,10.86,0.479,10.9901,0.48,10.99
11.06,11.25,11.75,1871.2,8.64,10.75,0.461,10.9929,0.46,10.99
11,11.13,11.69,1898.8,8.93,10.67,0.469,10.9956,0.47,11
10.88,11.06,11.63,1929.8,9.24,10.59,0.472,10.9971,0.47,11
10.81,11,11.56,1960.6,9.56,10.52,0.469,10.9969,0.47,11
10.69,10.94,11.5,1990.3,9.86,10.44,0.461,10.9947,0.46,10.99
10.63,10.88,11.44,2022.1,10.18,10.38,0.469,10.9927,0.47,10.99
10.63,10.81,11.38,2051.6,10.48,10.34,0.472,10.9924,0.47,10.99
10.5,10.69,11.25,2081.2,10.78,10.21,0.46,10.9929,0.46,10.99
10.44,10.5,11.06,2111.9,11.1,10.07,0.472,10.9944,0.47,10.99
10.31,10.38,10.88,2144.7,11.43,9.92,0.469,10.9946,0.47,10.99
10.19,10.25,10.69,2175.2,11.74,9.78,0.472,10.9937,0.47,10.99
10.06,10.19,10.5,2203.7,12.03,9.65,0.469,10.9924,0.47,10.99
9.94,10.06,10.38,2237.8,12.38,9.53,0.461,10.991,0.46,10.99
9.88,9.94,10.25,2253.8,12.54,9.42,0.469,10.9909,0.47,10.99
9.81,9.88,10.13,2251.3,12.52,9.34,0.472,10.9899,0.47,10.99
9.75,9.81,10,2250.9,12.51,9.25,0.469,10.9889,0.47,10.99
9.69,9.75,9.88,2251.7,12.52,9.17,0.461,10.9883,0.46,10.99
9.63,9.69,9.88,2251.4,12.52,9.13,0.469,10.9858,0.47,10.99
9.63,9.69,9.81,2252.2,12.53,9.11,0.472,10.9846,0.47,10.98
9.56,9.63,9.75,2251.9,12.52,9.05,0.469,10.9872,0.47,10.99
9.56,9.63,9.69,2252.6,12.53,9.03,0.461,10.9911,0.46,10.99
9.56,9.56,9.69,2251.4,12.52,9,0.46,10.9929,0.46,10.99
9.5,9.56,9.69,2251,12.52,8.98,0.472,10.9951,0.47,11
9.5,9.5,9.63,2250.8,12.51,8.94,0.46,10.9972,0.46,11
9.5,9.5,9.63,2251.5,12.52,8.94,0.472,10.9984,0.47,11
9.5,9.44,9.63,2252.5,12.53,8.92,0.46,10.9996,0.46,11
9.44,9.44,9.56,2252.2,12.53,8.88,0.461,11.0004,0.46,11
9.44,9.44,9.56,2252,12.53,8.88,0.469,11.0009,0.47,11
9.44,9.38,9.56,2252.9,12.54,8.86,0.461,11.0017,0.46,11
9.44,9.38,9.56,2251.7,12.52,8.86,0.46,11.0022,0.46,11
9.44,9.38,9.56,2251.6,12.52,8.86,0.461,11.0017,0.46,11
9.44,9.31,9.56,2251.4,12.52,8.84,0.46,11,0.46,11
9.44,9.31,9.63,2254.6,12.55,8.86,0.461,10.9977,0.46,11
9.44,9.31,9.63,2252.3,12.53,8.86,0.46,10.9971,0.46,11
9.44,9.31,9.63,2250,12.51,8.86,0.461,10.9969,0.46,11
9.44,9.31,9.63,2250.9,12.51,8.86,0.46,10.9964,0.46,11
9.44,9.31,9.63,2253.1,12.54,8.86,0.461,10.9958,0.46,11
9.44,9.31,9.69,2268.5,12.69,8.88,0.46,10.9959,0.46,11
9.44,9.31,9.63,2296,12.97,8.86,0.461,10.9958,0.46,11
9.44,9.25,9.63,2325.7,13.28,8.84,0.45,10.9944,0.45,10.99
9.38,9.19,9.63,2356.4,13.59,8.8,0.461,10.9931,0.46,10.99
9.38,9.19,9.56,2387.3,13.91,8.78,0.46,10.9921,0.46,10.99
9.31,9.13,9.5,2415.7,14.19,8.71,0.461,10.9916,0.46,10.99
9.25,9.13,9.44,2446.6,14.51,8.67,0.469,10.9914,0.47,10.99
9.25,9.06,9.38,2478.3,14.83,8.63,0.46,10.9916,0.46,10.99
9.19,9,9.38,2507.9,15.13,8.59,0.461,10.9917,0.46,10.99
9.19,8.94,9.31,2541,15.47,8.55,0.46,10.9922,0.46,10.99
9.06,8.94,9.25,2568.4,15.75,8.48,0.472,10.9934,0.47,10.99
9.06,8.88,9.19,2599.1,16.06,8.44,0.46,10.9944,0.46,10.99
9.06,8.81,9.19,2631,16.39,8.42,0.472,10.9937,0.47,10.99
9,8.81,9.13,2660.6,16.69,8.38,0.46,10.9927,0.46,10.99
9,8.75,9.06,2689.1,16.98,8.34,0.472,10.9922,0.47,10.99
8.94,8.69,9,2720.8,17.3,8.28,0.469,10.9927,0.47,10.99
8.88,8.69,8.94,2751.3,17.62,8.24,0.461,10.9934,0.46,10.99
8.88,8.63,8.88,2785.5,17.96,8.2,0.469,10.9931,0.47,10.99
8.88,8.56,8.81,2812.7,18.24,8.15,0.472,10.9927,0.47,10.99
8.81,8.56,8.75,2846.6,18.59,8.11,0.469,10.9919,0.47,10.99
8.81,8.5,8.75,2877.2,18.9,8.09,0.461,10.9917,0.46,10.99
8.75,8.5,8.69,2905.6,19.19,8.05,0.469,10.9914,0.47,10.99
8.69,8.5,8.69,2936.3,19.5,8.03,0.472,10.9913,0.47,10.99
8.69,8.44,8.69,2966.7,19.81,8.01,0.469,10.9914,0.47,10.99
8.63,8.38,8.56,2997.3,20.12,7.92,0.461,10.9917,0.46,10.99
8.56,8.31,8.5,3027.9,20.44,7.86,0.469,10.9919,0.47,10.99
8.5,8.19,8.38,3058.4,20.75,7.76,0.461,10.9926,0.46,10.99
8.44,8.13,8.31,3090.3,21.07,7.69,0.469,10.9931,0.47,10.99
8.38,8.06,8.19,3120.8,21.38,7.61,0.461,10.9929,0.46,10.99
8.31,7.94,8.13,3152.4,21.7,7.53,0.46,10.9924,0.46,10.99
8.19,7.81,8.06,3183,22.02,7.42,0.461,10.9924,0.46,10.99
8.13,7.75,7.94,3215.4,22.35,7.34,0.46,10.9921,0.46,10.99
8,7.69,7.88,3246,22.66,7.26,0.452,10.9922,0.45,10.99
8,7.56,7.81,3276.4,22.97,7.19,0.46,10.9929,0.46,10.99
7.88,7.5,7.75,3306.9,23.28,7.11,0.461,10.9931,0.46,10.99
7.81,7.44,7.63,3338.4,23.6,7.03,0.45,10.9936,0.45,10.99
7.75,7.38,7.56,3370,23.92,6.96,0.461,10.9936,0.46,10.99
7.69,7.31,7.5,3399.4,24.22,6.9,0.45,10.9929,0.45,10.99
7.63,7.25,7.44,3431.9,24.55,6.84,0.452,10.9937,0.45,10.99
7.56,7.19,7.38,3462.5,24.87,6.78,0.45,10.9948,0.45,10.99
7.56,7.19,7.38,3492.7,25.17,6.78,0.452,10.9956,0.45,11
7.5,7.13,7.31,3526.7,25.52,6.71,0.45,10.9954,0.45,11
7.5,7.06,7.25,3554.9,25.81,6.67,0.452,10.9942,0.45,10.99
7.44,7.06,7.25,3586.4,26.13,6.65,0.45,10.9936,0.45,10.99
7.38,7,7.19,3615.8,26.43,6.59,0.452,10.9924,0.45,10.99
7.31,6.94,7.13,3648.4,26.76,6.53,0.45,10.9912,0.45,10.99
7.25,6.88,7.06,3678.9,27.07,6.46,0.452,10.9911,0.45,10.99
7.19,6.81,7,3710.5,27.39,6.4,0.46,10.9914,0.46,10.99
7.13,6.75,6.94,3740,27.69,6.34,0.452,10.9917,0.45,10.99
7.06,6.69,6.88,3771.6,28.02,6.28,0.45,10.9909,0.45,10.99
7,6.69,6.88,3806.5,28.37,6.26,0.461,10.9906,0.46,10.99
6.94,6.63,6.81,3836.9,28.68,6.19,0.46,10.9906,0.46,10.99
6.94,6.56,6.81,3864.9,28.97,6.17,0.461,10.9916,0.46,10.99
6.88,6.56,6.75,3895.4,29.28,6.13,0.46,10.9931,0.46,10.99
6.81,6.5,6.75,3926.9,29.6,6.09,0.461,10.9941,0.46,10.99
6.81,6.5,6.69,3957.4,29.91,6.07,0.469,10.9947,0.47,10.99
6.75,6.44,6.69,3988.8,30.23,6.03,0.472,10.9946,0.47,10.99
6.75,6.44,6.63,4020.3,30.55,6.01,0.46,10.9947,0.46,10.99
6.75,6.38,6.63,4049.6,30.85,5.99,0.472,10.9947,0.47,10.99
6.69,6.38,6.56,4080,31.16,5.94,0.479,10.9916,0.48,10.99
6.69,6.31,6.56,4112,31.49,5.92,0.472,10.9819,0.47,10.98
6.63,6.31,6.5,4144,31.81,5.88,0.479,10.9798,0.48,10.98
6.63,6.25,6.5,4175.4,32.13,5.86,0.472,10.9858,0.47,10.99
6.56,6.25,6.5,4205.7,32.44,5.84,0.479,10.9877,0.48,10.99
6.56,6.25,6.44,4235.3,32.74,5.82,0.472,10.9889,0.47,10.99
6.5,6.19,6.44,4266.6,33.06,5.78,0.479,10.9842,0.48,10.98
6.5,6.19,6.44,4298.1,33.38,5.78,0.482,10.9781,0.48,10.98
6.44,6.19,6.38,4328.5,33.69,5.74,0.479,10.9759,0.48,10.98
6.44,6.13,6.38,4357.7,33.99,5.72,0.472,10.9754,0.47,10.98
6.38,6.13,6.38,4389,34.31,5.7,0.479,10.9802,0.48,10.98
6.38,6.06,6.31,4420.7,34.63,5.65,0.472,10.9867,0.47,10.99
6.31,6,6.25,4451.2,34.94,5.59,0.479,10.9911,0.48,10.99
6.25,5.94,6.19,4482.4,35.26,5.53,0.472,10.9921,0.47,10.99
6.25,5.88,6.13,4514.7,35.59,5.49,0.469,10.9899,0.47,10.99
6.13,5.81,6.06,4543.8,35.89,5.4,0.45,10.9883,0.45,10.99
6.13,5.75,6,4572.4,36.18,5.36,0.482,10.9897,0.48,10.99
6.06,5.69,6,4605,36.51,5.32,0.469,10.9906,0.47,10.99
6,5.69,5.94,4636.3,36.83,5.28,0.472,10.9916,0.47,10.99
5.94,5.56,5.88,4665.2,37.13,5.19,0.46,10.9919,0.46,10.99
5.88,5.56,5.81,4695.4,37.43,5.15,0.461,10.9911,0.46,10.99
5.81,5.5,5.75,4724.4,37.73,5.09,0.46,10.9902,0.46,10.99
5.81,5.44,5.69,4754.8,38.04,5.05,0.452,10.9918,0.45,10.99
5.75,5.38,5.63,4784.9,38.35,4.99,0.46,10.9931,0.46,10.99
5.69,5.38,5.63,4814.8,38.65,4.97,0.452,10.9947,0.45,10.99
5.63,5.31,5.56,4845.6,38.96,4.9,0.46,10.9958,0.46,11
5.63,5.25,5.5,4874.7,39.26,4.86,0.452,10.9929,0.45,10.99
5.63,5.25,5.5,4904.6,39.57,4.86,0.46,10.9904,0.46,10.99
5.56,5.19,5.5,4934.6,39.87,4.82,0.452,10.9891,0.45,10.99
5.5,5.19,5.44,4964.3,40.17,4.78,0.45,10.9841,0.45,10.98
5.5,5.19,5.44,4995.5,40.49,4.78,0.452,10.9848,0.45,10.98
5.5,5.13,5.38,5024.3,40.79,4.74,0.46,10.9886,0.46,10.99
5.44,5.13,5.38,5053.3,41.08,4.72,0.452,10.9908,0.45,10.99
5.44,5.13,5.38,5082.3,41.38,4.72,0.46,10.9927,0.46,10.99
5.44,5.06,5.38,5115.5,41.72,4.69,0.452,10.9936,0.45,10.99
5.44,5.06,5.38,5144.2,42.01,4.69,0.46,10.9942,0.46,10.99
5.38,5.06,5.38,5176.8,42.34,4.67,0.452,10.9941,0.45,10.99
5.38,5.06,5.31,5203.8,42.62,4.65,0.46,10.9931,0.46,10.99
5.31,5,5.31,5235.8,42.94,4.61,0.461,10.9917,0.46,10.99
5.31,5,5.31,5265.1,43.24,4.61,0.46,10.9927,0.46,10.99
5.31,5,5.25,5293.7,43.53,4.59,0.461,10.9943,0.46,10.99
5.25,4.94,5.25,5324,43.84,4.55,0.46,10.9936,0.46,10.99
5.25,4.94,5.19,5354.6,44.15,4.53,0.472,10.9933,0.47,10.99
5.19,4.88,5.19,5384.5,44.46,4.49,0.46,10.9929,0.46,10.99
5.19,4.88,5.19,5412.3,44.74,4.49,0.461,10.9921,0.46,10.99
5.13,4.81,5.13,5473.1,45.36,4.42,0.469,10.9924,0.47,10.99
5.13,4.81,5.13,5501.8,45.65,4.42,0.461,10.9929,0.46,10.99
5.13,4.81,5.13,5531,45.95,4.42,0.469,10.9941,0.47,10.99
5.13,4.75,5.13,5561.2,46.26,4.4,0.472,10.9959,0.47,11
5.13,4.75,5.06,5593.5,46.59,4.38,0.469,10.9966,0.47,11
5.06,4.75,5.06,5623.2,46.89,4.36,0.461,10.9967,0.46,11
5.06,4.69,5.06,5652.1,47.19,4.34,0.469,10.9958,0.47,11
5.06,4.69,5.06,5682.2,47.49,4.34,0.472,10.9924,0.47,10.99
5,4.69,5,5711.9,47.8,4.3,0.46,10.9912,0.46,10.99
5,4.69,5,5743.3,48.12,4.3,0.472,10.9914,0.47,10.99
5,4.69,5,5773.2,48.42,4.3,0.469,10.9917,0.47,10.99
5,4.69,4.94,5804.8,48.74,4.28,0.472,10.9923,0.47,10.99
4.94,4.63,5,5833,49.03,4.26,0.46,10.9933,0.46,10.99
4.94,4.63,4.94,5865.5,49.36,4.24,0.472,10.9939,0.47,10.99
4.94,4.63,4.94,5893.8,49.65,4.24,0.469,10.9936,0.47,10.99
4.94,4.63,4.94,5922.6,49.94,4.24,0.472,10.9936,0.47,10.99
4.94,4.56,4.94,5951.4,50.24,4.21,0.46,10.9941,0.46,10.99
4.88,4.56,4.94,5982.6,50.55,4.19,0.472,10.9961,0.47,11
4.94,4.56,4.88,6012.9,50.86,4.19,0.469,10.9984,0.47,11
4.88,4.56,4.88,6041.9,51.16,4.17,0.472,10.9977,0.47,11
4.88,4.5,4.81,6070.7,51.45,4.13,0.46,10.9959,0.46,11
4.88,4.5,4.88,6101.8,51.77,4.15,0.472,10.9937,0.47,10.99
4.88,4.5,4.81,6131.5,52.07,4.13,0.469,10.9947,0.47,10.99
4.81,4.5,4.81,6164.4,52.41,4.11,0.461,10.9958,0.46,11
