OpenCTD,,,,,,,,Commercial CTD,,,,
Raw Data,,,,,Processed Data,,,Raw Data,,,Processed Data,
Temp 1,Temp 2,Temp 3,Pressure,,Depth (m),Temp C,,Depth (m),Temp C,,Depth (m),Temp Temp C
,,,,,,,,3.634,11.6972,,3.63,11.7
,,,,,,,,3.644,11.6975,,3.64,11.7
,,,,,,,,3.644,11.6972,,3.64,11.7
,,,,,,,,3.655,11.6975,,3.66,11.7
,,,,,,,,3.665,11.6984,,3.67,11.7
,,,,,,,,3.674,11.6989,,3.67,11.7
,,,,,,,,3.674,11.6975,,3.67,11.7
,,,,,,,,3.695,11.6987,,3.7,11.7
,,,,,,,,3.695,11.702,,3.7,11.7
,,,,,,,,3.704,11.7031,,3.7,11.7
,,,,,,,,3.714,11.7057,,3.71,11.71
,,,,,,,,3.714,11.7072,,3.71,11.71
,,,,,,,,3.725,11.7088,,3.73,11.71
,,,,,,,,3.736,11.7092,,3.74,11.71
,,,,,,,,3.744,11.7091,,3.74,11.71
,,,,,,,,3.744,11.7089,,3.74,11.71
,,,,,,,,3.765,11.711,,3.77,11.71
,,,,,,,,3.765,11.7119,,3.77,11.71
,,,,,,,,3.765,11.7131,,3.77,11.71
,,,,,,,,3.786,11.7139,,3.79,11.71
,,,,,,,,3.786,11.7147,,3.79,11.71
,,,,,,,,3.805,11.7176,,3.81,11.72
,,,,,,,,3.805,11.7112,,3.81,11.71
,,,,,,,,3.816,11.6997,,3.82,11.7
,,,,,,,,3.816,11.691,,3.82,11.69
,,,,,,,,3.825,11.6555,,3.83,11.66
,,,,,,,,3.835,11.6166,,3.84,11.62
,,,,,,,,3.845,11.6072,,3.85,11.61
,,,,,,,,3.856,11.599,,3.86,11.6
,,,,,,,,3.865,11.607,,3.87,11.61
,,,,,,,,3.875,11.6285,,3.88,11.63
,,,,,,,,3.875,11.625,,3.88,11.63
,,,,,,,,3.886,11.633,,3.89,11.63
,,,,,,,,3.896,11.6283,,3.9,11.63
,,,,,,,,3.896,11.5854,,3.9,11.59
,,,,,,,,3.926,11.5507,,3.93,11.55
,,,,,,,,3.916,11.5374,,3.92,11.54
,,,,,,,,3.926,11.5296,,3.93,11.53
,,,,,,,,3.945,11.5341,,3.95,11.53
,,,,,,,,3.935,11.5289,,3.94,11.53
,,,,,,,,3.956,11.5196,,3.96,11.52
,,,,,,,,3.966,11.507,,3.97,11.51
,,,,,,,,3.975,11.499,,3.98,11.5
,,,,,,,,3.986,11.5025,,3.99,11.5
,,,,,,,,3.996,11.5113,,4,11.51
,,,,,,,,3.996,11.5129,,4,11.51
,,,,,,,,4.006,11.5113,,4.01,11.51
,,,,,,,,4.017,11.5109,,4.02,11.51
,,,,,,,,4.026,11.5068,,4.03,11.51
,,,,,,,,4.036,11.5067,,4.04,11.51
,,,,,,,,4.047,11.508,,4.05,11.51
,,,,,,,,4.056,11.5242,,4.06,11.52
,,,,,,,,4.056,11.5235,,4.06,11.52
,,,,,,,,4.076,11.5115,,4.08,11.51
,,,,,,,,4.066,11.5341,,4.07,11.53
,,,,,,,,4.087,11.5695,,4.09,11.57
,,,,,,,,4.106,11.5853,,4.11,11.59
,,,,,,,,4.106,11.5873,,4.11,11.59
,,,,,,,,4.117,11.5746,,4.12,11.57
,,,,,,,,4.117,11.5337,,4.12,11.53
,,,,,,,,4.136,11.5266,,4.14,11.53
,,,,,,,,4.136,11.5331,,4.14,11.53
,,,,,,,,4.147,11.497,,4.15,11.5
,,,,,,,,4.158,11.4703,,4.16,11.47
,,,,,,,,4.166,11.4645,,4.17,11.46
,,,,,,,,4.177,11.4766,,4.18,11.48
,,,,,,,,4.197,11.483,,4.2,11.48
,,,,,,,,4.187,11.4948,,4.19,11.49
,,,,,,,,4.197,11.5073,,4.2,11.51
,,,,,,,,4.217,11.5242,,4.22,11.52
,,,,,,,,4.217,11.5299,,4.22,11.53
,,,,,,,,4.227,11.5276,,4.23,11.53
,,,,,,,,4.236,11.5351,,4.24,11.54
,,,,,,,,4.247,11.5353,,4.25,11.54
,,,,,,,,4.247,11.5333,,4.25,11.53
,,,,,,,,4.257,11.5314,,4.26,11.53
,,,,,,,,4.267,11.5414,,4.27,11.54
,,,,,,,,4.278,11.5433,,4.28,11.54
,,,,,,,,4.287,11.5381,,4.29,11.54
,,,,,,,,4.297,11.5329,,4.3,11.53
,,,,,,,,4.297,11.5291,,4.3,11.53
,,,,,,,,4.318,11.5292,,4.32,11.53
,,,,,,,,4.318,11.5257,,4.32,11.53
,,,,,,,,4.318,11.5351,,4.32,11.54
,,,,,,,,4.337,11.5507,,4.34,11.55
,,,,,,,,4.337,11.5485,,4.34,11.55
,,,,,,,,4.357,11.5396,,4.36,11.54
,,,,,,,,4.359,11.5305,,4.36,11.53
,,,,,,,,4.367,11.5284,,4.37,11.53
,,,,,,,,4.378,11.5281,,4.38,11.53
,,,,,,,,4.378,11.5277,,4.38,11.53
,,,,,,,,4.397,11.5383,,4.4,11.54
,,,,,,,,4.397,11.5337,,4.4,11.53
,,,,,,,,4.418,11.5321,,4.42,11.53
,,,,,,,,4.428,11.5456,,4.43,11.55
,,,,,,,,4.418,11.5473,,4.42,11.55
,,,,,,,,4.437,11.5343,,4.44,11.53
,,,,,,,,4.448,11.5186,,4.45,11.52
,,,,,,,,4.458,11.4965,,4.46,11.5
,,,,,,,,4.458,11.4823,,4.46,11.48
,,,,,,,,4.478,11.4781,,4.48,11.48
,,,,,,,,4.478,11.4773,,4.48,11.48
,,,,,,,,4.488,11.4798,,4.49,11.48
,,,,,,,,4.498,11.488,,4.5,11.49
,,,,,,,,4.509,11.499,,4.51,11.5
,,,,,,,,4.518,11.5047,,4.52,11.5
,,,,,,,,4.528,11.5089,,4.53,11.51
,,,,,,,,4.539,11.5113,,4.54,11.51
,,,,,,,,4.539,11.5139,,4.54,11.51
,,,,,,,,4.558,11.5182,,4.56,11.52
,,,,,,,,4.558,11.5204,,4.56,11.52
,,,,,,,,4.568,11.5196,,4.57,11.52
,,,,,,,,4.579,11.5199,,4.58,11.52
,,,,,,,,4.588,11.5166,,4.59,11.52
,,,,,,,,4.598,11.5142,,4.6,11.51
,,,,,,,,4.609,11.5124,,4.61,11.51
,,,,,,,,4.619,11.4993,,4.62,11.5
,,,,,,,,4.628,11.4875,,4.63,11.49
,,,,,,,,4.639,11.4703,,4.64,11.47
,,,,,,,,4.639,11.4655,,4.64,11.47
,,,,,,,,4.659,11.4675,,4.66,11.47
,,,,,,,,4.659,11.4763,,4.66,11.48
,,,,,,,,4.679,11.4872,,4.68,11.49
,,,,,,,,4.679,11.4997,,4.68,11.5
,,,,,,,,4.698,11.4947,,4.7,11.49
,,,,,,,,4.698,11.4897,,4.7,11.49
,,,,,,,,4.709,11.5053,,4.71,11.51
,,,,,,,,4.719,11.537,,4.72,11.54
,,,,,,,,4.719,11.5376,,4.72,11.54
,,,,,,,,4.74,11.5262,,4.74,11.53
,,,,,,,,4.74,11.5202,,4.74,11.52
,,,,,,,,4.759,11.5083,,4.76,11.51
,,,,,,,,4.759,11.4975,,4.76,11.5
,,,,,,,,4.77,11.495,,4.77,11.5
,,,,,,,,4.78,11.4965,,4.78,11.5
,,,,,,,,4.789,11.5026,,4.79,11.5
,,,,,,,,4.789,11.5062,,4.79,11.51
,,,,,,,,4.81,11.5039,,4.81,11.5
,,,,,,,,4.81,11.4983,,4.81,11.5
,,,,,,,,4.819,11.4989,,4.82,11.5
,,,,,,,,4.829,11.4856,,4.83,11.49
,,,,,,,,4.829,11.4776,,4.83,11.48
,,,,,,,,4.84,11.4835,,4.84,11.48
,,,,,,,,4.85,11.4776,,4.85,11.48
,,,,,,,,4.859,11.4878,,4.86,11.49
,,,,,,,,4.859,11.5107,,4.86,11.51
,,,,,,,,4.888,11.5112,,4.89,11.51
,,,,,,,,4.88,11.5045,,4.88,11.5
,,,,,,,,4.889,11.5023,,4.89,11.5
,,,,,,,,4.9,11.5216,,4.9,11.52
,,,,,,,,4.9,11.5481,,4.9,11.55
,,,,,,,,4.91,11.5271,,4.91,11.53
,,,,,,,,4.92,11.499,,4.92,11.5
,,,,,,,,4.931,11.486,,4.93,11.49
,,,,,,,,4.931,11.4883,,4.93,11.49
,,,,,,,,4.94,11.5204,,4.94,11.52
,,,,,,,,4.95,11.5139,,4.95,11.51
,,,,,,,,4.95,11.5055,,4.95,11.51
,,,,,,,,4.96,11.5297,,4.96,11.53
,,,,,,,,4.971,11.5551,,4.97,11.56
,,,,,,,,4.98,11.5406,,4.98,11.54
,,,,,,,,4.98,11.5065,,4.98,11.51
,,,,,,,,4.99,11.508,,4.99,11.51
,,,,,,,,5.001,11.5319,,5,11.53
,,,,,,,,5.01,11.553,,5.01,11.55
,,,,,,,,5.01,11.5443,,5.01,11.54
,,,,,,,,5.01,11.5271,,5.01,11.53
,,,,,,,,5.031,11.517,,5.03,11.52
,,,,,,,,5.041,11.5059,,5.04,11.51
,,,,,,,,5.031,11.4995,,5.03,11.5
,,,,,,,,5.049,11.491,,5.05,11.49
,,,,,,,,5.061,11.4812,,5.06,11.48
,,,,,,,,5.061,11.4763,,5.06,11.48
,,,,,,,,5.071,11.472,,5.07,11.47
,,,,,,,,5.081,11.4616,,5.08,11.46
,,,,,,,,5.09,11.4671,,5.09,11.47
,,,,,,,,5.09,11.465,,5.09,11.47
,,,,,,,,5.101,11.4528,,5.1,11.45
,,,,,,,,5.111,11.4435,,5.11,11.44
,,,,,,,,5.111,11.4415,,5.11,11.44
,,,,,,,,5.131,11.4383,,5.13,11.44
,,,,,,,,5.131,11.4354,,5.13,11.44
,,,,,,,,5.131,11.4461,,5.13,11.45
,,,,,,,,5.151,11.4603,,5.15,11.46
,,,,,,,,5.151,11.4553,,5.15,11.46
,,,,,,,,5.162,11.4511,,5.16,11.45
,,,,,,,,5.171,11.46,,5.17,11.46
,,,,,,,,5.18,11.461,,5.18,11.46
,,,,,,,,5.181,11.4617,,5.18,11.46
,,,,,,,,5.192,11.4621,,5.19,11.46
,,,,,,,,5.202,11.463,,5.2,11.46
,,,,,,,,5.202,11.4646,,5.2,11.46
,,,,,,,,5.221,11.4661,,5.22,11.47
,,,,,,,,5.221,11.466,,5.22,11.47
,,,,,,,,5.232,11.4646,,5.23,11.46
,,,,,,,,5.241,11.467,,5.24,11.47
,,,,,,,,5.241,11.4746,,5.24,11.47
,,,,,,,,5.251,11.479,,5.25,11.48
,,,,,,,,5.262,11.483,,5.26,11.48
,,,,,,,,5.272,11.484,,5.27,11.48
,,,,,,,,5.281,11.4813,,5.28,11.48
,,,,,,,,5.29,11.4716,,5.29,11.47
,,,,,,,,5.292,11.4675,,5.29,11.47
,,,,,,,,5.302,11.4705,,5.3,11.47
,,,,,,,,5.312,11.4771,,5.31,11.48
,,,,,,,,5.312,11.4846,,5.31,11.48
,,,,,,,,5.332,11.4908,,5.33,11.49
,,,,,,,,5.332,11.4917,,5.33,11.49
,,,,,,,,5.342,11.4882,,5.34,11.49
,,,,,,,,5.351,11.4908,,5.35,11.49
,,,,,,,,5.362,11.4982,,5.36,11.5
,,,,,,,,5.362,11.5029,,5.36,11.5
,,,,,,,,5.372,11.505,,5.37,11.51
,,,,,,,,5.38,11.505,,5.38,11.51
,,,,,,,,5.393,11.5073,,5.39,11.51
,,,,,,,,5.402,11.5079,,5.4,11.51
,,,,,,,,5.412,11.503,,5.41,11.5
,,,,,,,,5.412,11.4987,,5.41,11.5
,,,,,,,,5.423,11.4959,,5.42,11.5
,,,,,,,,5.433,11.4927,,5.43,11.49
,,,,,,,,5.442,11.4903,,5.44,11.49
,,,,,,,,5.452,11.4858,,5.45,11.49
,,,,,,,,5.452,11.4812,,5.45,11.48
,,,,,,,,5.46,11.4822,,5.46,11.48
,,,,,,,,5.472,11.4842,,5.47,11.48
,,,,,,,,5.482,11.484,,5.48,11.48
,,,,,,,,5.493,11.4852,,5.49,11.49
,,,,,,,,5.503,11.4882,,5.5,11.49
,,,,,,,,5.503,11.4943,,5.5,11.49
,,,,,,,,5.512,11.4937,,5.51,11.49
,,,,,,,,5.523,11.483,,5.52,11.48
,,,,,,,,5.533,11.4771,,5.53,11.48
,,,,,,,,5.543,11.4786,,5.54,11.48
,,,,,,,,5.551,11.4823,,5.55,11.48
,,,,,,,,5.554,11.4813,,5.55,11.48
,,,,,,,,5.563,11.4815,,5.56,11.48
,,,,,,,,5.573,11.482,,5.57,11.48
,,,,,,,,5.573,11.4812,,5.57,11.48
,,,,,,,,5.593,11.4788,,5.59,11.48
,,,,,,,,5.593,11.4765,,5.59,11.48
,,,,,,,,5.603,11.4833,,5.6,11.48
,,,,,,,,5.624,11.4869,,5.62,11.49
,,,,,,,,5.621,11.4853,,5.62,11.49
,,,,,,,,5.633,11.4856,,5.63,11.49
,,,,,,,,5.633,11.4895,,5.63,11.49
,,,,,,,,5.643,11.4908,,5.64,11.49
,,,,,,,,5.654,11.4897,,5.65,11.49
,,,,,,,,5.654,11.4858,,5.65,11.49
,,,,,,,,5.673,11.4832,,5.67,11.48
,,,,,,,,5.673,11.4853,,5.67,11.49
,,,,,,,,5.681,11.497,,5.68,11.5
,,,,,,,,5.684,11.5113,,5.68,11.51
,,,,,,,,5.694,11.5052,,5.69,11.51
,,,,,,,,5.703,11.4967,,5.7,11.5
,,,,,,,,5.714,11.5011,,5.71,11.5
,,,,,,,,5.724,11.4963,,5.72,11.5
,,,,,,,,5.724,11.4892,,5.72,11.49
,,,,,,,,5.724,11.4895,,5.72,11.49
,,,,,,,,5.752,11.4905,,5.75,11.49
,,,,,,,,5.743,11.5089,,5.74,11.51
,,,,,,,,5.754,11.5164,,5.75,11.52
,,,,,,,,5.764,11.5219,,5.76,11.52
,,,,,,,,5.764,11.5337,,5.76,11.53
,,,,,,,,5.773,11.5329,,5.77,11.53
,,,,,,,,5.784,11.5361,,5.78,11.54
,,,,,,,,5.791,11.536,,5.79,11.54
,,,,,,,,5.794,11.5226,,5.79,11.52
,,,,,,,,5.804,11.5147,,5.8,11.51
,,,,,,,,5.815,11.5157,,5.82,11.52
,,,,,,,,5.815,11.5269,,5.82,11.53
,,,,,,,,5.824,11.5257,,5.82,11.53
,,,,,,,,5.834,11.5217,,5.83,11.52
,,,,,,,,5.842,11.5199,,5.84,11.52
,,,,,,,,5.845,11.5177,,5.85,11.52
,,,,,,,,5.855,11.5186,,5.86,11.52
,,,,,,,,5.864,11.5234,,5.86,11.52
,,,,,,,,5.864,11.5353,,5.86,11.54
,,,,,,,,5.874,11.5411,,5.87,11.54
,,,,,,,,5.885,11.5356,,5.89,11.54
,,,,,,,,5.882,11.5321,,5.88,11.53
,,,,,,,,5.894,11.5356,,5.89,11.54
,,,,,,,,5.904,11.5394,,5.9,11.54
,,,,,,,,5.915,11.5401,,5.92,11.54
,,,,,,,,5.915,11.5394,,5.92,11.54
,,,,,,,,5.925,11.5408,,5.93,11.54
,,,,,,,,5.933,11.548,,5.93,11.55
,,,,,,,,5.934,11.5495,,5.93,11.55
,,,,,,,,5.945,11.5518,,5.95,11.55
,,,,,,,,5.945,11.553,,5.95,11.55
,,,,,,,,5.955,11.5496,,5.96,11.55
,,,,,,,,5.976,11.5503,,5.98,11.55
,,,,,,,,5.965,11.5509,,5.97,11.55
,,,,,,,,5.982,11.5474,,5.98,11.55
,,,,,,,,5.985,11.5444,,5.99,11.54
,,,,,,,,5.985,11.5374,,5.99,11.54
,,,,,,,,6.004,11.5189,,6,11.52
,,,,,,,,6.004,11.4997,,6,11.5
,,,,,,,,6.004,11.4872,,6,11.49
,,,,,,,,6.022,11.459,,6.02,11.46
,,,,,,,,6.035,11.4268,,6.04,11.43
,,,,,,,,6.035,11.4423,,6.04,11.44
,,,,,,,,6.046,11.4758,,6.05,11.48
,,,,,,,,6.046,11.4825,,6.05,11.48
,,,,,,,,6.055,11.4828,,6.06,11.48
,,,,,,,,6.064,11.4942,,6.06,11.49
,,,,,,,,6.065,11.5016,,6.07,11.5
,,,,,,,,6.086,11.506,,6.09,11.51
,,,,,,,,6.086,11.5063,,6.09,11.51
,,,,,,,,6.095,11.5043,,6.1,11.5
,,,,,,,,6.094,11.5065,,6.09,11.51
,,,,,,,,6.116,11.5129,,6.12,11.51
,,,,,,,,6.116,11.5122,,6.12,11.51
,,,,,,,,6.116,11.5139,,6.12,11.51
,,,,,,,,6.135,11.5145,,6.14,11.51
,,,,,,,,6.135,11.4888,,6.14,11.49
,,,,,,,,6.153,11.4786,,6.15,11.48
,,,,,,,,6.146,11.4611,,6.15,11.46
,,,,,,,,6.165,11.4261,,6.17,11.43
,,,,,,,,6.165,11.4194,,6.17,11.42
,,,,,,,,6.176,11.4121,,6.18,11.41
,,,,,,,,6.186,11.4141,,6.19,11.41
,,,,,,,,6.194,11.4288,,6.19,11.43
,,,,,,,,6.196,11.438,,6.2,11.44
,,,,,,,,6.207,11.4388,,6.21,11.44
,,,,,,,,6.216,11.4389,,6.22,11.44
,,,,,,,,6.216,11.4425,,6.22,11.44
,,,,,,,,6.234,11.4501,,6.23,11.45
,,,,,,,,6.237,11.4561,,6.24,11.46
,,,,,,,,6.246,11.4583,,6.25,11.46
,,,,,,,,6.246,11.4446,,6.25,11.44
,,,,,,,,6.266,11.4301,,6.27,11.43
,,,,,,,,6.264,11.4231,,6.26,11.42
,,,,,,,,6.277,11.4029,,6.28,11.4
,,,,,,,,6.277,11.3936,,6.28,11.39
,,,,,,,,6.277,11.4003,,6.28,11.4
,,,,,,,,6.317,11.4118,,6.32,11.41
,,,,,,,,6.295,11.3934,,6.3,11.39
,,,,,,,,6.317,11.3808,,6.32,11.38
,,,,,,,,6.307,11.385,,6.31,11.39
,,,,,,,,6.337,11.3888,,6.34,11.39
,,,,,,,,6.326,11.3881,,6.33,11.39
,,,,,,,,6.344,11.3893,,6.34,11.39
,,,,,,,,6.356,11.3928,,6.36,11.39
,,,,,,,,6.347,11.3978,,6.35,11.4
,,,,,,,,6.367,11.406,,6.37,11.41
,,,,,,,,6.356,11.4148,,6.36,11.41
,,,,,,,,6.384,11.4126,,6.38,11.41
,,,,,,,,6.377,11.4128,,6.38,11.41
,,,,,,,,6.387,11.4186,,6.39,11.42
,,,,,,,,6.387,11.4181,,6.39,11.42
,,,,,,,,6.407,11.4205,,6.41,11.42
,,,,,,,,6.405,11.4082,,6.41,11.41
,,,,,,,,6.407,11.3966,,6.41,11.4
,,,,,,,,6.427,11.3973,,6.43,11.4
,,,,,,,,6.427,11.3968,,6.43,11.4
,,,,,,,,6.435,11.4013,,6.44,11.4
,,,,,,,,6.438,11.4111,,6.44,11.41
,,,,,,,,6.447,11.4248,,6.45,11.42
,,,,,,,,6.457,11.4448,,6.46,11.44
,,,,,,,,6.457,11.4424,,6.46,11.44
,,,,,,,,6.465,11.4446,,6.47,11.44
,,,,,,,,6.477,11.4455,,6.48,11.45
,,,,,,,,6.477,11.4444,,6.48,11.44
,,,,,,,,6.477,11.4199,,6.48,11.42
,,,,,,,,6.487,11.4205,,6.49,11.42
,,,,,,,,6.495,11.4369,,6.5,11.44
,,,,,,,,6.508,11.4241,,6.51,11.42
,,,,,,,,6.508,11.4158,,6.51,11.42
,,,,,,,,6.517,11.3982,,6.52,11.4
,,,,,,,,6.526,11.3848,,6.53,11.38
,,,,,,,,6.527,11.354,,6.53,11.35
,,,,,,,,6.538,11.3342,,6.54,11.33
,,,,,,,,6.538,11.3359,,6.54,11.34
,,,,,,,,6.545,11.3381,,6.55,11.34
,,,,,,,,6.548,11.3447,,6.55,11.34
,,,,,,,,6.557,11.3525,,6.56,11.35
,,,,,,,,6.548,11.3655,,6.55,11.37
,,,,,,,,6.587,11.3762,,6.59,11.38
,,,,,,,,6.575,11.3735,,6.58,11.37
,,,,,,,,6.578,11.3785,,6.58,11.38
,,,,,,,,6.587,11.3838,,6.59,11.38
,,,,,,,,6.598,11.384,,6.6,11.38
,,,,,,,,6.596,11.3693,,6.6,11.37
,,,,,,,,6.608,11.3604,,6.61,11.36
,,,,,,,,6.618,11.3622,,6.62,11.36
,,,,,,,,6.618,11.3717,,6.62,11.37
,,,,,,,,6.615,11.3573,,6.62,11.36
,,,,,,,,6.638,11.3452,,6.64,11.35
,,,,,,,,6.629,11.3429,,6.63,11.34
,,,,,,,,6.648,11.3503,,6.65,11.35
,,,,,,,,6.645,11.348,,6.65,11.35
,,,,,,,,6.648,11.3498,,6.65,11.35
,,,,,,,,6.659,11.3554,,6.66,11.36
,,,,,,,,6.659,11.3557,,6.66,11.36
,,,,,,,,6.688,11.3543,,6.69,11.35
,,,,,,,,6.675,11.3545,,6.68,11.35
,,,,,,,,6.688,11.3622,,6.69,11.36
,,,,,,,,6.688,11.3588,,6.69,11.36
,,,,,,,,6.699,11.3266,,6.7,11.33
,,,,,,,,6.706,11.3055,,6.71,11.31
,,,,,,,,6.708,11.2953,,6.71,11.3
,,,,,,,,6.718,11.2939,,6.72,11.29
,,,,,,,,6.729,11.2932,,6.73,11.29
,,,,,,,,6.736,11.2962,,6.74,11.3
,,,,,,,,6.729,11.2997,,6.73,11.3
,,,,,,,,6.748,11.2982,,6.75,11.3
,,,,,,,,6.748,11.2962,,6.75,11.3
,,,,,,,,6.766,11.3002,,6.77,11.3
,,,,,,,,6.759,11.2985,,6.76,11.3
,,,,,,,,6.779,11.2956,,6.78,11.3
,,,,,,,,6.779,11.2958,,6.78,11.3
,,,,,,,,6.785,11.291,,6.79,11.29
,,,,,,,,6.79,11.2884,,6.79,11.29
,,,,,,,,6.809,11.2913,,6.81,11.29
,,,,,,,,6.806,11.2942,,6.81,11.29
,,,,,,,,6.818,11.2933,,6.82,11.29
,,,,,,,,6.818,11.2933,,6.82,11.29
,,,,,,,,6.829,11.2936,,6.83,11.29
,,,,,,,,6.836,11.2927,,6.84,11.29
,,,,,,,,6.849,11.2966,,6.85,11.3
,,,,,,,,6.849,11.3012,,6.85,11.3
,,,,,,,,6.86,11.302,,6.86,11.3
,,,,,,,,6.867,11.2972,,6.87,11.3
,,,,,,,,6.869,11.2932,,6.87,11.29
,,,,,,,,6.879,11.2908,,6.88,11.29
,,,,,,,,6.89,11.2903,,6.89,11.29
,,,,,,,,6.887,11.2992,,6.89,11.3
,,,,,,,,6.9,11.323,,6.9,11.32
,,,,,,,,6.909,11.3334,,6.91,11.33
,,,,,,,,6.909,11.3237,,6.91,11.32
,,,,,,,,6.927,11.3075,,6.93,11.31
,,,,,,,,6.92,11.2997,,6.92,11.3
,,,,,,,,6.939,11.2983,,6.94,11.3
,,,,,,,,6.937,11.2956,,6.94,11.3
,,,,,,,,6.949,11.294,,6.95,11.29
,,,,,,,,6.949,11.2952,,6.95,11.3
,,,,,,,,6.96,11.2985,,6.96,11.3
,,,,,,,,6.967,11.3004,,6.97,11.3
,,,,,,,,6.97,11.3015,,6.97,11.3
,,,,,,,,6.979,11.3147,,6.98,11.31
,,,,,,,,6.988,11.3306,,6.99,11.33
,,,,,,,,6.99,11.3201,,6.99,11.32
,,,,,,,,6.99,11.3216,,6.99,11.32
,,,,,,,,7.01,11.3386,,7.01,11.34
,,,,,,,,7.007,11.3382,,7.01,11.34
,,,,,,,,7.021,11.3458,,7.02,11.35
,,,,,,,,7.021,11.3406,,7.02,11.34
,,,,,,,,7.027,11.3283,,7.03,11.33
,,,,,,,,7.03,11.3393,,7.03,11.34
,,,,,,,,7.04,11.3324,,7.04,11.33
,,,,,,,,7.051,11.3195,,7.05,11.32
,,,,,,,,7.047,11.3075,,7.05,11.31
,,,,,,,,7.06,11.2987,,7.06,11.3
,,,,,,,,7.07,11.2823,,7.07,11.28
,,,,,,,,7.067,11.2719,,7.07,11.27
,,,,,,,,7.081,11.2715,,7.08,11.27
,,,,,,,,7.081,11.2781,,7.08,11.28
,,,,,,,,7.091,11.285,,7.09,11.29
,,,,,,,,7.107,11.2855,,7.11,11.29
,,,,,,,,7.1,11.3199,,7.1,11.32
,,,,,,,,7.11,11.3401,,7.11,11.34
,,,,,,,,7.118,11.3205,,7.12,11.32
,,,,,,,,7.121,11.296,,7.12,11.3
,,,,,,,,7.131,11.2689,,7.13,11.27
,,,,,,,,7.131,11.2556,,7.13,11.26
,,,,,,,,7.137,11.2502,,7.14,11.25
,,,,,,,,7.151,11.2589,,7.15,11.26
,,,,,,,,7.151,11.265,,7.15,11.27
,,,,,,,,7.158,11.2629,,7.16,11.26
,,,,,,,,7.161,11.2553,,7.16,11.26
,,,,,,,,7.181,11.254,,7.18,11.25
,,,,,,,,7.168,11.2573,,7.17,11.26
,,,,,,,,7.191,11.2574,,7.19,11.26
,,,,,,,,7.191,11.2546,,7.19,11.25
,,,,,,,,7.191,11.2595,,7.19,11.26
,,,,,,,,7.208,11.2489,,7.21,11.25
,,,,,,,,7.212,11.2495,,7.21,11.25
,,,,,,,,7.212,11.2546,,7.21,11.25
,,,,,,,,7.228,11.2449,,7.23,11.24
,,,,,,,,7.221,11.2344,,7.22,11.23
,,,,,,,,7.241,11.227,,7.24,11.23
,,,,,,,,7.238,11.2206,,7.24,11.22
,,,,,,,,7.252,11.2259,,7.25,11.23
,,,,,,,,7.252,11.2366,,7.25,11.24
,,,,,,,,7.258,11.2398,,7.26,11.24
,,,,,,,,7.271,11.2461,,7.27,11.25
,,,,,,,,7.271,11.2444,,7.27,11.24
,,,,,,,,7.289,11.2308,,7.29,11.23
,,,,,,,,7.282,11.2226,,7.28,11.22
,,,,,,,,7.291,11.2366,,7.29,11.24
,,,,,,,,7.301,11.2626,,7.3,11.26
,,,,,,,,7.308,11.2711,,7.31,11.27
,,,,,,,,7.312,11.2863,,7.31,11.29
,,,,,,,,7.322,11.2823,,7.32,11.28
,,,,,,,,7.329,11.2751,,7.33,11.28
,,,,,,,,7.331,11.2698,,7.33,11.27
,,,,,,,,7.331,11.2658,,7.33,11.27
,,,,,,,,7.349,11.2548,,7.35,11.25
,,,,,,,,7.342,11.2421,,7.34,11.24
,,,,,,,,7.362,11.2309,,7.36,11.23
,,,,,,,,7.359,11.2206,,7.36,11.22
,,,,,,,,7.373,11.2064,,7.37,11.21
,,,,,,,,7.373,11.1954,,7.37,11.2
,,,,,,,,7.389,11.1894,,7.39,11.19
,,,,,,,,7.392,11.1918,,7.39,11.19
,,,,,,,,7.392,11.2031,,7.39,11.2
,,,,,,,,7.399,11.1976,,7.4,11.2
,,,,,,,,7.401,11.2049,,7.4,11.2
,,,,,,,,7.412,11.2202,,7.41,11.22
,,,,,,,,7.408,11.2426,,7.41,11.24
,,,,,,,,7.432,11.2634,,7.43,11.26
,,,,,,,,7.422,11.2349,,7.42,11.23
,,,,,,,,7.439,11.2151,,7.44,11.22
,,,,,,,,7.443,11.2201,,7.44,11.22
,,,,,,,,7.443,11.2228,,7.44,11.22
,,,,,,,,7.459,11.2149,,7.46,11.21
,,,,,,,,7.452,11.2229,,7.45,11.22
,,,,,,,,7.462,11.2383,,7.46,11.24
,,,,,,,,7.469,11.2531,,7.47,11.25
,,,,,,,,7.473,11.2591,,7.47,11.26
,,,,,,,,7.483,11.2554,,7.48,11.26
,,,,,,,,7.489,11.2326,,7.49,11.23
,,,,,,,,7.483,11.2247,,7.48,11.22
,,,,,,,,7.503,11.2266,,7.5,11.23
,,,,,,,,7.499,11.2164,,7.5,11.22
,,,,,,,,7.503,11.2079,,7.5,11.21
,,,,,,,,7.513,11.2019,,7.51,11.2
,,,,,,,,7.52,11.2023,,7.52,11.2
,,,,,,,,7.522,11.2041,,7.52,11.2
,,,,,,,,7.532,11.2091,,7.53,11.21
,,,,,,,,7.539,11.2124,,7.54,11.21
,,,,,,,,7.532,11.2173,,7.53,11.22
,,,,,,,,7.543,11.2183,,7.54,11.22
,,,,,,,,7.56,11.2074,,7.56,11.21
,,,,,,,,7.553,11.1971,,7.55,11.2
,,,,,,,,7.543,11.2063,,7.54,11.21
