OpenCTD,,,,,,,,Commercial CTD,,,,
Raw Data,,,,,Processed Data,,,Raw Data,,,Processed Data,
Temp 1,Temp 2,Temp 3,Pressure,,Depth (m),Temp C,,Depth (m),Temp C,,Depth (m),Temp Temp C
,,,,,,,,11.892,10.7879,,11.89,10.79
,,,,,,,,11.902,10.7894,,11.9,10.79
,,,,,,,,11.902,10.7925,,11.9,10.79
,,,,,,,,11.922,10.7955,,11.92,10.8
,,,,,,,,11.922,10.7969,,11.92,10.8
,,,,,,,,11.922,10.7974,,11.92,10.8
,,,,,,,,11.939,10.7974,,11.94,10.8
,,,,,,,,11.951,10.7977,,11.95,10.8
,,,,,,,,11.951,10.7979,,11.95,10.8
,,,,,,,,11.951,10.7972,,11.95,10.8
,,,,,,,,11.972,10.7955,,11.97,10.8
,,,,,,,,11.972,10.7944,,11.97,10.79
,,,,,,,,11.982,10.7954,,11.98,10.8
,,,,,,,,11.993,10.7954,,11.99,10.8
,,,,,,,,12,10.7939,,12,10.79
,,,,,,,,12.002,10.7944,,12,10.79
,,,,,,,,12.012,10.7954,,12.01,10.8
,,,,,,,,12.023,10.793,,12.02,10.79
,,,,,,,,12.023,10.7884,,12.02,10.79
,,,,,,,,12.033,10.7854,,12.03,10.79
,,,,,,,,12.042,10.7844,,12.04,10.78
,,,,,,,,12.042,10.7846,,12.04,10.78
,,,,,,,,12.059,10.7865,,12.06,10.79
,,,,,,,,12.063,10.7882,,12.06,10.79
,,,,,,,,12.072,10.7887,,12.07,10.79
,,,,,,,,12.072,10.7878,,12.07,10.79
,,,,,,,,12.093,10.7872,,12.09,10.79
,,,,,,,,12.082,10.7874,,12.08,10.79
,,,,,,,,12.103,10.7866,,12.1,10.79
,,,,,,,,12.093,10.7859,,12.09,10.79
,,,,,,,,12.1,10.7882,,12.1,10.79
,,,,,,,,12.133,10.7906,,12.13,10.79
,,,,,,,,12.123,10.7905,,12.12,10.79
,,,,,,,,12.133,10.7887,,12.13,10.79
,,,,,,,,12.143,10.788,,12.14,10.79
,,,,,,,,12.143,10.7879,,12.14,10.79
,,,,,,,,12.154,10.7879,,12.15,10.79
,,,,,,,,12.154,10.7877,,12.15,10.79
,,,,,,,,12.163,10.7874,,12.16,10.79
,,,,,,,,12.173,10.7875,,12.17,10.79
,,,,,,,,12.18,10.7882,,12.18,10.79
,,,,,,,,12.184,10.7886,,12.18,10.79
,,,,,,,,12.194,10.7895,,12.19,10.79
,,,,,,,,12.194,10.7909,,12.19,10.79
,,,,,,,,12.203,10.7912,,12.2,10.79
,,,,,,,,12.214,10.7911,,12.21,10.79
,,,,,,,,12.224,10.7919,,12.22,10.79
,,,,,,,,12.224,10.7924,,12.22,10.79
,,,,,,,,12.224,10.7934,,12.22,10.79
,,,,,,,,12.231,10.7949,,12.23,10.79
,,,,,,,,12.254,10.7957,,12.25,10.8
,,,,,,,,12.254,10.7961,,12.25,10.8
,,,,,,,,12.254,10.7958,,12.25,10.8
,,,,,,,,12.273,10.7955,,12.27,10.8
,,,,,,,,12.273,10.7967,,12.27,10.8
,,,,,,,,12.273,10.798,,12.27,10.8
,,,,,,,,12.284,10.7979,,12.28,10.8
,,,,,,,,12.294,10.798,,12.29,10.8
,,,,,,,,12.304,10.7982,,12.3,10.8
,,,,,,,,12.304,10.7982,,12.3,10.8
,,,,,,,,12.31,10.798,,12.31,10.8
,,,,,,,,12.324,10.7984,,12.32,10.8
,,,,,,,,12.324,10.7997,,12.32,10.8
,,,,,,,,12.334,10.7997,,12.33,10.8
,,,,,,,,12.345,10.7985,,12.35,10.8
,,,,,,,,12.354,10.7979,,12.35,10.8
,,,,,,,,12.354,10.7984,,12.35,10.8
,,,,,,,,12.364,10.8,,12.36,10.8
,,,,,,,,12.364,10.8009,,12.36,10.8
,,,,,,,,12.375,10.8007,,12.38,10.8
,,,,,,,,12.394,10.8004,,12.39,10.8
,,,,,,,,12.385,10.8012,,12.39,10.8
,,,,,,,,12.401,10.8014,,12.4,10.8
,,,,,,,,12.404,10.8009,,12.4,10.8
,,,,,,,,12.404,10.8012,,12.4,10.8
,,,,,,,,12.425,10.8007,,12.43,10.8
,,,,,,,,12.425,10.7997,,12.43,10.8
,,,,,,,,12.425,10.7992,,12.43,10.8
,,,,,,,,12.434,10.7995,,12.43,10.8
,,,,,,,,12.445,10.8,,12.45,10.8
,,,,,,,,12.455,10.8,,12.46,10.8
,,,,,,,,12.455,10.7992,,12.46,10.8
,,,,,,,,12.465,10.7984,,12.47,10.8
,,,,,,,,12.465,10.7987,,12.47,10.8
,,,,,,,,12.476,10.7982,,12.48,10.8
,,,,,,,,12.471,10.7972,,12.47,10.8
,,,,,,,,12.506,10.7964,,12.51,10.8
,,,,,,,,12.495,10.7966,,12.5,10.8
,,,,,,,,12.515,10.7964,,12.52,10.8
,,,,,,,,12.506,10.7966,,12.51,10.8
,,,,,,,,12.525,10.7957,,12.53,10.8
,,,,,,,,12.525,10.7957,,12.53,10.8
,,,,,,,,12.525,10.7957,,12.53,10.8
,,,,,,,,12.535,10.7957,,12.54,10.8
,,,,,,,,12.546,10.7966,,12.55,10.8
,,,,,,,,12.555,10.797,,12.56,10.8
,,,,,,,,12.565,10.7974,,12.57,10.8
,,,,,,,,12.565,10.797,,12.57,10.8
,,,,,,,,12.576,10.7974,,12.58,10.8
,,,,,,,,12.586,10.7969,,12.59,10.8
,,,,,,,,12.586,10.796,,12.59,10.8
,,,,,,,,12.595,10.7951,,12.6,10.8
,,,,,,,,12.602,10.7944,,12.6,10.79
,,,,,,,,12.616,10.794,,12.62,10.79
,,,,,,,,12.616,10.7936,,12.62,10.79
,,,,,,,,12.626,10.7932,,12.63,10.79
,,,,,,,,12.637,10.793,,12.64,10.79
,,,,,,,,12.646,10.7931,,12.65,10.79
,,,,,,,,12.646,10.7932,,12.65,10.79
,,,,,,,,12.646,10.7939,,12.65,10.79
,,,,,,,,12.667,10.7952,,12.67,10.8
,,,,,,,,12.676,10.7952,,12.68,10.8
,,,,,,,,12.676,10.794,,12.68,10.79
,,,,,,,,12.686,10.793,,12.69,10.79
,,,,,,,,12.696,10.7929,,12.7,10.79
,,,,,,,,12.707,10.7937,,12.71,10.79
,,,,,,,,12.707,10.7955,,12.71,10.8
,,,,,,,,12.716,10.7962,,12.72,10.8
,,,,,,,,12.726,10.7974,,12.73,10.8
,,,,,,,,12.737,10.798,,12.74,10.8
,,,,,,,,12.737,10.7966,,12.74,10.8
,,,,,,,,12.747,10.7947,,12.75,10.79
,,,,,,,,12.767,10.7935,,12.77,10.79
,,,,,,,,12.756,10.7936,,12.76,10.79
,,,,,,,,12.774,10.7958,,12.77,10.8
,,,,,,,,12.777,10.7974,,12.78,10.8
,,,,,,,,12.786,10.7979,,12.79,10.8
,,,,,,,,12.797,10.7985,,12.8,10.8
,,,,,,,,12.797,10.7997,,12.8,10.8
,,,,,,,,12.807,10.7998,,12.81,10.8
,,,,,,,,12.817,10.7992,,12.82,10.8
,,,,,,,,12.817,10.7982,,12.82,10.8
,,,,,,,,12.828,10.7964,,12.83,10.8
,,,,,,,,12.837,10.7947,,12.84,10.79
,,,,,,,,12.837,10.7927,,12.84,10.79
,,,,,,,,12.847,10.7914,,12.85,10.79
,,,,,,,,12.857,10.7917,,12.86,10.79
,,,,,,,,12.868,10.792,,12.87,10.79
,,,,,,,,12.868,10.7924,,12.87,10.79
,,,,,,,,12.868,10.7934,,12.87,10.79
,,,,,,,,12.877,10.7945,,12.88,10.79
,,,,,,,,12.887,10.7922,,12.89,10.79
,,,,,,,,12.887,10.7914,,12.89,10.79
,,,,,,,,12.898,10.7915,,12.9,10.79
,,,,,,,,12.898,10.7922,,12.9,10.79
,,,,,,,,12.917,10.7932,,12.92,10.79
,,,,,,,,12.908,10.7939,,12.91,10.79
,,,,,,,,12.917,10.7946,,12.92,10.79
,,,,,,,,12.928,10.7951,,12.93,10.8
,,,,,,,,12.928,10.7944,,12.93,10.79
,,,,,,,,12.938,10.7927,,12.94,10.79
,,,,,,,,12.938,10.7914,,12.94,10.79
,,,,,,,,12.947,10.7911,,12.95,10.79
,,,,,,,,12.947,10.7909,,12.95,10.79
,,,,,,,,12.968,10.7911,,12.97,10.79
,,,,,,,,12.958,10.7915,,12.96,10.79
,,,,,,,,12.958,10.7915,,12.96,10.79
,,,,,,,,12.978,10.7918,,12.98,10.79
,,,,,,,,12.978,10.7915,,12.98,10.79
,,,,,,,,12.989,10.7915,,12.99,10.79
,,,,,,,,12.989,10.7918,,12.99,10.79
,,,,,,,,12.989,10.7914,,12.99,10.79
,,,,,,,,12.998,10.7911,,13,10.79
,,,,,,,,13.008,10.7909,,13.01,10.79
,,,,,,,,13.008,10.7905,,13.01,10.79
,,,,,,,,13.018,10.7907,,13.02,10.79
,,,,,,,,13.018,10.7904,,13.02,10.79
,,,,,,,,13.038,10.7897,,13.04,10.79
,,,,,,,,13.029,10.7887,,13.03,10.79
,,,,,,,,13.038,10.7882,,13.04,10.79
,,,,,,,,13.048,10.7873,,13.05,10.79
,,,,,,,,13.059,10.786,,13.06,10.79
,,,,,,,,13.048,10.7857,,13.05,10.79
,,,,,,,,13.069,10.7841,,13.07,10.78
,,,,,,,,13.069,10.7832,,13.07,10.78
,,,,,,,,13.078,10.7835,,13.08,10.78
,,,,,,,,13.089,10.7834,,13.09,10.78
,,,,,,,,13.089,10.7831,,13.09,10.78
,,,,,,,,13.089,10.782,,13.09,10.78
,,,,,,,,13.108,10.7812,,13.11,10.78
,,,,,,,,13.108,10.7813,,13.11,10.78
,,,,,,,,13.119,10.781,,13.12,10.78
,,,,,,,,13.119,10.7802,,13.12,10.78
,,,,,,,,13.129,10.7792,,13.13,10.78
,,,,,,,,13.129,10.7793,,13.13,10.78
,,,,,,,,13.139,10.7801,,13.14,10.78
,,,,,,,,13.148,10.7801,,13.15,10.78
,,,,,,,,13.159,10.7801,,13.16,10.78
,,,,,,,,13.159,10.781,,13.16,10.78
,,,,,,,,13.159,10.7817,,13.16,10.78
,,,,,,,,13.169,10.7817,,13.17,10.78
,,,,,,,,13.19,10.7818,,13.19,10.78
,,,,,,,,13.179,10.7824,,13.18,10.78
,,,,,,,,13.199,10.7829,,13.2,10.78
,,,,,,,,13.209,10.7829,,13.21,10.78
,,,,,,,,13.209,10.7821,,13.21,10.78
,,,,,,,,13.209,10.782,,13.21,10.78
,,,,,,,,13.23,10.782,,13.23,10.78
,,,,,,,,13.239,10.782,,13.24,10.78
,,,,,,,,13.239,10.7822,,13.24,10.78
,,,,,,,,13.239,10.7822,,13.24,10.78
,,,,,,,,13.26,10.7816,,13.26,10.78
,,,,,,,,13.25,10.7815,,13.25,10.78
,,,,,,,,13.269,10.7816,,13.27,10.78
,,,,,,,,13.28,10.7816,,13.28,10.78
,,,,,,,,13.28,10.7809,,13.28,10.78
,,,,,,,,13.29,10.78,,13.29,10.78
,,,,,,,,13.3,10.7794,,13.3,10.78
,,,,,,,,13.3,10.7792,,13.3,10.78
,,,,,,,,13.32,10.7803,,13.32,10.78
,,,,,,,,13.32,10.7817,,13.32,10.78
,,,,,,,,13.32,10.7827,,13.32,10.78
,,,,,,,,13.34,10.7827,,13.34,10.78
,,,,,,,,13.34,10.7828,,13.34,10.78
,,,,,,,,13.351,10.7827,,13.35,10.78
,,,,,,,,13.36,10.7827,,13.36,10.78
,,,,,,,,13.36,10.784,,13.36,10.78
,,,,,,,,13.37,10.7842,,13.37,10.78
,,,,,,,,13.381,10.7847,,13.38,10.78
,,,,,,,,13.381,10.7849,,13.38,10.78
,,,,,,,,13.393,10.7849,,13.39,10.78
,,,,,,,,13.4,10.785,,13.4,10.79
,,,,,,,,13.4,10.7852,,13.4,10.79
,,,,,,,,13.421,10.7854,,13.42,10.79
,,,,,,,,13.421,10.7856,,13.42,10.79
,,,,,,,,13.43,10.7856,,13.43,10.79
,,,,,,,,13.43,10.7857,,13.43,10.79
,,,,,,,,13.451,10.7858,,13.45,10.79
,,,,,,,,13.441,10.7862,,13.44,10.79
,,,,,,,,13.461,10.7862,,13.46,10.79
,,,,,,,,13.451,10.7861,,13.45,10.79
,,,,,,,,13.441,10.7859,,13.44,10.79
,,,,,,,,13.441,10.786,,13.44,10.79
,,,,,,,,13.47,10.7859,,13.47,10.79
,,,,,,,,13.542,10.7858,,13.54,10.79
,,,,,,,,13.521,10.7856,,13.52,10.79
,,,,,,,,13.531,10.7857,,13.53,10.79
,,,,,,,,13.542,10.7858,,13.54,10.79
,,,,,,,,13.551,10.7859,,13.55,10.79
,,,,,,,,13.572,10.7852,,13.57,10.79
,,,,,,,,13.602,10.784,,13.6,10.78
,,,,,,,,13.624,10.7833,,13.62,10.78
,,,,,,,,13.612,10.7837,,13.61,10.78
,,,,,,,,13.622,10.784,,13.62,10.78
,,,,,,,,13.631,10.784,,13.63,10.78
,,,,,,,,13.631,10.7835,,13.63,10.78
,,,,,,,,13.642,10.7837,,13.64,10.78
,,,,,,,,13.662,10.7844,,13.66,10.78
,,,,,,,,13.673,10.7846,,13.67,10.78
,,,,,,,,13.682,10.785,,13.68,10.79
,,,,,,,,13.703,10.7842,,13.7,10.78
,,,,,,,,13.713,10.7826,,13.71,10.78
,,,,,,,,13.722,10.782,,13.72,10.78
,,,,,,,,13.743,10.7814,,13.74,10.78
,,,,,,,,13.763,10.7802,,13.76,10.78
,,,,,,,,13.785,10.7793,,13.79,10.78
,,,,,,,,13.792,10.7779,,13.79,10.78
,,,,,,,,13.792,10.7765,,13.79,10.78
,,,,,,,,13.792,10.7761,,13.79,10.78
,,,,,,,,13.803,10.7762,,13.8,10.78
,,,,,,,,13.803,10.777,,13.8,10.78
,,,,,,,,13.823,10.7765,,13.82,10.78
,,,,,,,,13.834,10.7747,,13.83,10.77
,,,,,,,,13.853,10.7737,,13.85,10.77
,,,,,,,,13.874,10.7755,,13.87,10.78
,,,,,,,,13.894,10.775,,13.89,10.78
,,,,,,,,13.896,10.7742,,13.9,10.77
,,,,,,,,13.913,10.775,,13.91,10.78
,,,,,,,,13.924,10.7747,,13.92,10.77
,,,,,,,,13.924,10.7734,,13.92,10.77
,,,,,,,,13.944,10.7727,,13.94,10.77
,,,,,,,,13.944,10.773,,13.94,10.77
,,,,,,,,13.944,10.7744,,13.94,10.77
,,,,,,,,13.974,10.7755,,13.97,10.78
,,,,,,,,13.974,10.7772,,13.97,10.78
,,,,,,,,13.986,10.7779,,13.99,10.78
,,,,,,,,13.995,10.7776,,14,10.78
,,,,,,,,14.014,10.7762,,14.01,10.78
,,,,,,,,14.025,10.7742,,14.03,10.77
,,,,,,,,14.044,10.7732,,14.04,10.77
,,,,,,,,14.055,10.7727,,14.06,10.77
,,,,,,,,14.065,10.7722,,14.07,10.77
,,,,,,,,14.085,10.7715,,14.09,10.77
,,,,,,,,14.085,10.7715,,14.09,10.77
,,,,,,,,14.107,10.7719,,14.11,10.77
,,,,,,,,14.116,10.7712,,14.12,10.77
,,,,,,,,14.116,10.7699,,14.12,10.77
,,,,,,,,14.135,10.7696,,14.14,10.77
,,,,,,,,14.135,10.7685,,14.14,10.77
,,,,,,,,14.145,10.7672,,14.15,10.77
,,,,,,,,14.165,10.7664,,14.17,10.77
,,,,,,,,14.186,10.7654,,14.19,10.77
,,,,,,,,14.208,10.7649,,14.21,10.76
,,,,,,,,14.216,10.7636,,14.22,10.76
,,,,,,,,14.235,10.7627,,14.24,10.76
,,,,,,,,14.246,10.7621,,14.25,10.76
,,,,,,,,14.256,10.7621,,14.26,10.76
,,,,,,,,14.266,10.7627,,14.27,10.76
,,,,,,,,14.277,10.7629,,14.28,10.76
,,,,,,,,14.278,10.7626,,14.28,10.76
,,,,,,,,14.306,10.7624,,14.31,10.76
,,,,,,,,14.317,10.7613,,14.32,10.76
,,,,,,,,14.317,10.7611,,14.32,10.76
,,,,,,,,14.326,10.7614,,14.33,10.76
,,,,,,,,14.366,10.7602,,14.37,10.76
,,,,,,,,14.366,10.7586,,14.37,10.76
,,,,,,,,14.379,10.7563,,14.38,10.76
,,,,,,,,14.397,10.7549,,14.4,10.75
,,,,,,,,14.408,10.7547,,14.41,10.75
,,,,,,,,14.427,10.7562,,14.43,10.76
,,,,,,,,14.427,10.7575,,14.43,10.76
,,,,,,,,14.447,10.7586,,14.45,10.76
,,,,,,,,14.458,10.7581,,14.46,10.76
,,,,,,,,14.478,10.7549,,14.48,10.75
,,,,,,,,14.487,10.7529,,14.49,10.75
,,,,,,,,14.497,10.7487,,14.5,10.75
,,,,,,,,14.497,10.7446,,14.5,10.74
,,,,,,,,14.518,10.7396,,14.52,10.74
,,,,,,,,14.53,10.7354,,14.53,10.74
,,,,,,,,14.558,10.7318,,14.56,10.73
,,,,,,,,14.558,10.7323,,14.56,10.73
,,,,,,,,14.578,10.7348,,14.58,10.73
,,,,,,,,14.599,10.7373,,14.6,10.74
,,,,,,,,14.608,10.7391,,14.61,10.74
,,,,,,,,14.619,10.7384,,14.62,10.74
,,,,,,,,14.618,10.7383,,14.62,10.74
,,,,,,,,14.639,10.7371,,14.64,10.74
,,,,,,,,14.648,10.7365,,14.65,10.74
,,,,,,,,14.658,10.7351,,14.66,10.74
,,,,,,,,14.67,10.7339,,14.67,10.73
,,,,,,,,14.688,10.7326,,14.69,10.73
,,,,,,,,14.699,10.7316,,14.7,10.73
,,,,,,,,14.709,10.7313,,14.71,10.73
,,,,,,,,14.73,10.7333,,14.73,10.73
,,,,,,,,14.741,10.7366,,14.74,10.74
,,,,,,,,14.749,10.7373,,14.75,10.74
,,,,,,,,14.769,10.7385,,14.77,10.74
,,,,,,,,14.769,10.7407,,14.77,10.74
,,,,,,,,14.79,10.7413,,14.79,10.74
,,,,,,,,14.792,10.7401,,14.79,10.74
,,,,,,,,14.809,10.7356,,14.81,10.74
,,,,,,,,14.819,10.7328,,14.82,10.73
,,,,,,,,14.819,10.7294,,14.82,10.73
,,,,,,,,14.84,10.7288,,14.84,10.73
,,,,,,,,14.841,10.7264,,14.84,10.73
,,,,,,,,14.86,10.7228,,14.86,10.72
,,,,,,,,14.87,10.7166,,14.87,10.72
,,,,,,,,14.891,10.7127,,14.89,10.71
,,,,,,,,14.9,10.7125,,14.9,10.71
,,,,,,,,14.902,10.7127,,14.9,10.71
,,,,,,,,14.931,10.7121,,14.93,10.71
,,,,,,,,14.931,10.7121,,14.93,10.71
,,,,,,,,14.94,10.7106,,14.94,10.71
,,,,,,,,14.951,10.7075,,14.95,10.71
,,,,,,,,14.961,10.7052,,14.96,10.71
,,,,,,,,14.981,10.7035,,14.98,10.7
,,,,,,,,14.981,10.701,,14.98,10.7
,,,,,,,,14.991,10.6993,,14.99,10.7
,,,,,,,,15.002,10.6975,,15,10.7
,,,,,,,,15.031,10.6958,,15.03,10.7
,,,,,,,,15.031,10.6967,,15.03,10.7
,,,,,,,,15.041,10.6966,,15.04,10.7
,,,,,,,,15.053,10.6958,,15.05,10.7
,,,,,,,,15.071,10.6979,,15.07,10.7
,,,,,,,,15.071,10.6984,,15.07,10.7
,,,,,,,,15.092,10.6972,,15.09,10.7
,,,,,,,,15.103,10.6929,,15.1,10.69
,,,,,,,,15.112,10.6891,,15.11,10.69
,,,,,,,,15.112,10.6864,,15.11,10.69
,,,,,,,,15.142,10.6839,,15.14,10.68
,,,,,,,,15.142,10.6837,,15.14,10.68
,,,,,,,,15.162,10.6834,,15.16,10.68
,,,,,,,,15.162,10.6827,,15.16,10.68
,,,,,,,,15.171,10.6831,,15.17,10.68
,,,,,,,,15.184,10.6831,,15.18,10.68
,,,,,,,,15.202,10.6822,,15.2,10.68
,,,,,,,,15.213,10.6804,,15.21,10.68
,,,,,,,,15.232,10.6804,,15.23,10.68
,,,,,,,,15.233,10.6801,,15.23,10.68
,,,,,,,,15.243,10.6788,,15.24,10.68
,,,,,,,,15.262,10.6753,,15.26,10.68
,,,,,,,,15.262,10.6711,,15.26,10.67
,,,,,,,,15.284,10.6703,,15.28,10.67
,,,,,,,,15.283,10.6714,,15.28,10.67
,,,,,,,,15.304,10.6731,,15.3,10.67
,,,,,,,,15.313,10.6729,,15.31,10.67
,,,,,,,,15.324,10.6721,,15.32,10.67
,,,,,,,,15.334,10.6719,,15.33,10.67
,,,,,,,,15.343,10.6713,,15.34,10.67
,,,,,,,,15.363,10.6686,,15.36,10.67
,,,,,,,,15.374,10.665,,15.37,10.67
,,,,,,,,15.383,10.6595,,15.38,10.66
,,,,,,,,15.393,10.6527,,15.39,10.65
,,,,,,,,15.404,10.6479,,15.4,10.65
,,,,,,,,15.414,10.646,,15.41,10.65
,,,,,,,,15.423,10.645,,15.42,10.65
,,,,,,,,15.444,10.6441,,15.44,10.64
,,,,,,,,15.455,10.6426,,15.46,10.64
,,,,,,,,15.465,10.6399,,15.47,10.64
,,,,,,,,15.484,10.6374,,15.48,10.64
,,,,,,,,15.485,10.6355,,15.49,10.64
,,,,,,,,15.505,10.6339,,15.51,10.63
,,,,,,,,15.514,10.6336,,15.51,10.63
,,,,,,,,15.525,10.634,,15.53,10.63
,,,,,,,,15.546,10.6351,,15.55,10.64
,,,,,,,,15.575,10.6344,,15.58,10.63
,,,,,,,,15.615,10.6319,,15.62,10.63
,,,,,,,,15.595,10.6275,,15.6,10.63
,,,,,,,,15.565,10.6271,,15.57,10.63
,,,,,,,,15.544,10.6304,,15.54,10.63
,,,,,,,,15.525,10.6338,,15.53,10.63
,,,,,,,,15.565,10.6367,,15.57,10.64
,,,,,,,,15.584,10.6397,,15.58,10.64
,,,,,,,,15.595,10.6348,,15.6,10.63
,,,,,,,,15.595,10.6258,,15.6,10.63
,,,,,,,,15.595,10.6226,,15.6,10.62
,,,,,,,,15.595,10.6266,,15.6,10.63
,,,,,,,,15.595,10.6404,,15.6,10.64
,,,,,,,,15.605,10.6579,,15.61,10.66
,,,,,,,,15.626,10.6678,,15.63,10.67
,,,,,,,,15.635,10.6537,,15.64,10.65
,,,,,,,,15.637,10.6457,,15.64,10.65
,,,,,,,,15.635,10.6515,,15.64,10.65
,,,,,,,,15.635,10.6463,,15.64,10.65
,,,,,,,,15.626,10.6396,,15.63,10.64
,,,,,,,,15.645,10.6382,,15.65,10.64
,,,,,,,,15.635,10.6361,,15.64,10.64
,,,,,,,,15.646,10.6323,,15.65,10.63
,,,,,,,,15.645,10.6306,,15.65,10.63
,,,,,,,,15.656,10.6285,,15.66,10.63
,,,,,,,,15.666,10.626,,15.67,10.63
,,,,,,,,15.675,10.6243,,15.68,10.62
,,,,,,,,15.675,10.6226,,15.68,10.62
,,,,,,,,15.696,10.6178,,15.7,10.62
,,,,,,,,15.696,10.617,,15.7,10.62
,,,,,,,,15.696,10.6177,,15.7,10.62
,,,,,,,,15.686,10.6195,,15.69,10.62
,,,,,,,,15.686,10.621,,15.69,10.62
,,,,,,,,15.696,10.622,,15.7,10.62
,,,,,,,,15.696,10.622,,15.7,10.62
,,,,,,,,15.696,10.623,,15.7,10.62
,,,,,,,,15.715,10.6213,,15.72,10.62
,,,,,,,,15.715,10.6172,,15.72,10.62
,,,,,,,,15.726,10.6143,,15.73,10.61
,,,,,,,,15.726,10.6142,,15.73,10.61
,,,,,,,,15.726,10.6145,,15.73,10.61
,,,,,,,,15.737,10.6142,,15.74,10.61
,,,,,,,,15.745,10.614,,15.75,10.61
,,,,,,,,15.745,10.6157,,15.75,10.62
,,,,,,,,15.745,10.6178,,15.75,10.62
,,,,,,,,15.747,10.6199,,15.75,10.62
,,,,,,,,15.756,10.6218,,15.76,10.62
,,,,,,,,15.745,10.6221,,15.75,10.62
,,,,,,,,15.767,10.6215,,15.77,10.62
,,,,,,,,15.756,10.6199,,15.76,10.62
,,,,,,,,15.766,10.6193,,15.77,10.62
,,,,,,,,15.767,10.6202,,15.77,10.62
,,,,,,,,15.787,10.6188,,15.79,10.62
,,,,,,,,15.776,10.6188,,15.78,10.62
,,,,,,,,15.796,10.6199,,15.8,10.62
,,,,,,,,15.787,10.62,,15.79,10.62
,,,,,,,,15.796,10.6198,,15.8,10.62
,,,,,,,,15.796,10.6202,,15.8,10.62
,,,,,,,,15.796,10.6187,,15.8,10.62
,,,,,,,,15.796,10.6178,,15.8,10.62
,,,,,,,,15.807,10.6169,,15.81,10.62
,,,,,,,,15.796,10.6162,,15.8,10.62
,,,,,,,,15.806,10.6163,,15.81,10.62
,,,,,,,,15.817,10.6165,,15.82,10.62
,,,,,,,,15.817,10.6173,,15.82,10.62
,,,,,,,,15.817,10.6183,,15.82,10.62
,,,,,,,,15.838,10.6182,,15.84,10.62
,,,,,,,,15.836,10.6143,,15.84,10.61
,,,,,,,,15.836,10.6138,,15.84,10.61
,,,,,,,,15.838,10.6145,,15.84,10.61
,,,,,,,,15.836,10.6142,,15.84,10.61
,,,,,,,,15.836,10.6143,,15.84,10.61
,,,,,,,,15.847,10.615,,15.85,10.62
,,,,,,,,15.847,10.6158,,15.85,10.62
,,,,,,,,15.857,10.616,,15.86,10.62
,,,,,,,,15.836,10.6165,,15.84,10.62
,,,,,,,,15.878,10.6195,,15.88,10.62
,,,,,,,,15.866,10.6221,,15.87,10.62
,,,,,,,,15.866,10.6233,,15.87,10.62
,,,,,,,,15.877,10.6238,,15.88,10.62
,,,,,,,,15.877,10.6215,,15.88,10.62
,,,,,,,,15.887,10.6205,,15.89,10.62
,,,,,,,,15.877,10.6195,,15.88,10.62
,,,,,,,,15.887,10.6178,,15.89,10.62
,,,,,,,,15.897,10.6151,,15.9,10.62
,,,,,,,,15.887,10.6145,,15.89,10.61
,,,,,,,,15.906,10.6112,,15.91,10.61
,,,,,,,,15.897,10.6061,,15.9,10.61
,,,,,,,,15.908,10.6011,,15.91,10.6
,,,,,,,,15.906,10.5987,,15.91,10.6
,,,,,,,,15.897,10.5949,,15.9,10.59
,,,,,,,,15.938,10.5901,,15.94,10.59
,,,,,,,,15.927,10.5843,,15.93,10.58
,,,,,,,,15.938,10.5892,,15.94,10.59
,,,,,,,,15.937,10.5958,,15.94,10.6
,,,,,,,,15.937,10.5953,,15.94,10.6
,,,,,,,,15.948,10.5861,,15.95,10.59
,,,,,,,,15.948,10.5749,,15.95,10.57
,,,,,,,,15.957,10.574,,15.96,10.57
,,,,,,,,15.948,10.5648,,15.95,10.56
,,,,,,,,15.967,10.5493,,15.97,10.55
,,,,,,,,15.967,10.539,,15.97,10.54
,,,,,,,,15.968,10.5415,,15.97,10.54
,,,,,,,,15.978,10.5427,,15.98,10.54
,,,,,,,,15.988,10.5387,,15.99,10.54
,,,,,,,,15.988,10.5252,,15.99,10.53
,,,,,,,,15.988,10.5196,,15.99,10.52
,,,,,,,,15.997,10.5124,,16,10.51
,,,,,,,,16.008,10.503,,16.01,10.5
,,,,,,,,16.008,10.4807,,16.01,10.48
,,,,,,,,16.008,10.4763,,16.01,10.48
,,,,,,,,16.018,10.473,,16.02,10.47
,,,,,,,,16.008,10.4656,,16.01,10.47
,,,,,,,,15.997,10.4672,,16,10.47
,,,,,,,,16.008,10.4708,,16.01,10.47
,,,,,,,,16.058,10.472,,16.06,10.47
,,,,,,,,16.058,10.4732,,16.06,10.47
,,,,,,,,16.069,10.4714,,16.07,10.47
,,,,,,,,16.078,10.4722,,16.08,10.47
,,,,,,,,16.088,10.4697,,16.09,10.47
,,,,,,,,16.088,10.4559,,16.09,10.46
,,,,,,,,16.118,10.4293,,16.12,10.43
,,,,,,,,16.129,10.403,,16.13,10.4
,,,,,,,,16.128,10.4013,,16.13,10.4
,,,,,,,,16.139,10.4093,,16.14,10.41
,,,,,,,,16.149,10.4088,,16.15,10.41
,,,,,,,,16.139,10.4061,,16.14,10.41
,,,,,,,,16.139,10.4011,,16.14,10.4
,,,,,,,,16.169,10.3869,,16.17,10.39
,,,,,,,,16.158,10.3759,,16.16,10.38
,,,,,,,,16.169,10.3678,,16.17,10.37
