OpenCTD,,,,,,Commercial CTD,,,,
Raw Data,,,,Processed Data,,Raw Data,,Processed Data,,
Temp 1,Temp 2,Temp 3,Pressure,Depth (m),Temp C,Depth (m),Temp C,Depth (m),Temp C,
13.19,13,13.75,1095.3,0.73,12.71,0.649,12.5059,0.65,12.51,
13.19,13.06,13.69,1083.1,0.61,12.71,0.647,12.505,0.65,12.51,
13.19,13,13.69,1090.8,0.69,12.69,0.649,12.5032,0.65,12.5,
13.25,13,13.69,1094.2,0.72,12.71,0.647,12.5025,0.65,12.5,
13.25,13.06,13.69,1081.9,0.6,12.73,0.639,12.5029,0.64,12.5,
13.25,13,13.75,1090.8,0.69,12.73,0.627,12.5037,0.63,12.5,
13.25,13,13.69,1091.9,0.7,12.71,0.649,12.5034,0.65,12.5,
13.25,13,13.75,1085.2,0.63,12.73,0.639,12.5044,0.64,12.5,
13.25,13.06,13.75,1091.9,0.7,12.75,0.638,12.505,0.64,12.51,
13.25,13.06,13.69,1086.3,0.64,12.73,0.629,12.5051,0.63,12.51,
13.25,13.06,13.75,1088.5,0.67,12.75,0.638,12.5053,0.64,12.51,
13.25,13.06,13.69,1095.2,0.73,12.73,0.629,12.505,0.63,12.51,
13.25,13.06,13.75,1084.1,0.62,12.75,0.627,12.5052,0.63,12.51,
13.31,13.06,13.75,1086.3,0.64,12.77,0.618,12.5053,0.62,12.51,
13.25,13.06,13.75,1096.3,0.75,12.75,0.617,12.5055,0.62,12.51,
13.25,13.06,13.69,1084.1,0.62,12.73,0.618,12.5055,0.62,12.51,
13.25,13.06,13.69,1091.8,0.7,12.73,0.617,12.5059,0.62,12.51,
13.25,13.06,13.69,1090.7,0.69,12.73,0.609,12.5058,0.61,12.51,
13.25,13.06,13.69,1081.9,0.6,12.73,0.607,12.5064,0.61,12.51,
13.25,13,13.69,1095.2,0.73,12.71,0.599,12.506,0.6,12.51,
13.25,13.06,13.69,1087.4,0.65,12.73,0.598,12.5062,0.6,12.51,
13.25,13.06,13.69,1099.6,0.78,12.73,0.588,12.5065,0.59,12.51,
13.25,13,13.69,1105.2,0.84,12.71,0.598,12.508,0.6,12.51,
13.25,13,13.69,1109.6,0.88,12.71,0.588,12.5087,0.59,12.51,
13.25,13,13.69,1122.9,1.02,12.71,0.587,12.5084,0.59,12.51,
13.25,13,13.69,1126.3,1.05,12.71,0.588,12.5082,0.59,12.51,
13.25,13,13.69,1128.5,1.07,12.71,0.577,12.508,0.58,12.51,
13.25,13,13.69,1139.6,1.19,12.71,0.588,12.5077,0.59,12.51,
13.25,13,13.69,1151.8,1.31,12.71,0.588,12.5071,0.59,12.51,
13.25,13,13.69,1159.6,1.39,12.71,0.587,12.5068,0.59,12.51,
13.25,13,13.63,1174,1.54,12.69,0.588,12.5071,0.59,12.51,
13.19,13,13.63,1181.8,1.62,12.67,0.587,12.5067,0.59,12.51,
13.19,13,13.56,1190.6,1.71,12.65,0.588,12.5064,0.59,12.51,
13.19,13,13.56,1203.9,1.84,12.65,0.598,12.5063,0.6,12.51,
13.19,13,13.56,1202.9,1.83,12.65,0.588,12.5062,0.59,12.51,
13.13,13,13.5,1241.7,2.23,12.61,0.598,12.5064,0.6,12.51,
13.19,12.94,13.5,1255.1,2.36,12.61,0.599,12.5065,0.6,12.51,
13.19,13,13.5,1261.7,2.43,12.63,0.607,12.5065,0.61,12.51,
13.19,12.94,13.5,1280.6,2.62,12.61,0.599,12.5072,0.6,12.51,
13.19,13,13.5,1293.9,2.76,12.63,0.607,12.5079,0.61,12.51,
13.19,13,13.5,1302.8,2.85,12.63,0.609,12.5079,0.61,12.51,
13.19,13,13.5,1312.8,2.95,12.63,0.607,12.5075,0.61,12.51,
13.19,13,13.44,1326.1,3.09,12.61,0.609,12.5074,0.61,12.51,
13.19,12.94,13.44,1337.2,3.2,12.59,0.617,12.5072,0.62,12.51,
13.19,12.94,13.44,1339.4,3.22,12.59,0.618,12.5075,0.62,12.51,
13.13,12.94,13.38,1386,3.7,12.55,0.617,12.5075,0.62,12.51,
13.13,12.94,13.38,1399.3,3.83,12.55,0.618,12.5075,0.62,12.51,
13.13,12.94,13.38,1418.2,4.03,12.55,0.617,12.5079,0.62,12.51,
13.13,12.94,13.38,1437,4.22,12.55,0.618,12.508,0.62,12.51,
13.13,12.94,13.44,1449.2,4.34,12.57,0.618,12.5083,0.62,12.51,
13.13,12.94,13.38,1464.7,4.5,12.55,0.617,12.508,0.62,12.51,
13.13,12.94,13.38,1479.1,4.65,12.55,0.618,12.508,0.62,12.51,
13.06,12.88,13.31,1493.5,4.79,12.48,0.627,12.508,0.63,12.51,
13.06,12.88,13.25,1507.9,4.94,12.46,0.618,12.5084,0.62,12.51,
13,12.81,13.19,1516.7,5.03,12.4,0.617,12.5087,0.62,12.51,
12.94,12.81,13.19,1530,5.17,12.38,0.629,12.5092,0.63,12.51,
12.94,12.81,13.13,1547.7,5.35,12.36,0.617,12.5104,0.62,12.51,
12.88,12.75,13.13,1554.3,5.41,12.32,0.618,12.5115,0.62,12.51,
12.81,12.75,13.06,1562.1,5.49,12.27,0.627,12.511,0.63,12.51,
12.81,12.69,13.06,1588.7,5.76,12.25,0.629,12.5109,0.63,12.51,
12.81,12.69,13,1615.2,6.03,12.23,0.617,12.5107,0.62,12.51,
12.75,12.69,13,1635.1,6.24,12.21,0.629,12.511,0.63,12.51,
12.75,12.69,13,1657.2,6.46,12.21,0.627,12.5119,0.63,12.51,
12.75,12.69,13,1679.3,6.69,12.21,0.629,12.5121,0.63,12.51,
12.75,12.63,13,1699.3,6.89,12.19,0.638,12.5122,0.64,12.51,
12.75,12.69,13,1720.2,7.1,12.21,0.629,12.5129,0.63,12.51,
12.69,12.63,12.94,1737.9,7.29,12.15,0.627,12.5143,0.63,12.51,
12.69,12.63,12.94,1755.4,7.46,12.15,0.639,12.5152,0.64,12.52,
12.69,12.63,12.94,1776.5,7.68,12.15,0.627,12.5136,0.63,12.51,
12.63,12.56,12.81,1794.2,7.86,12.07,0.639,12.5112,0.64,12.51,
12.5,12.5,12.75,1808.5,8.01,11.98,0.639,12.511,0.64,12.51,
12.44,12.38,12.69,1826.1,8.18,11.9,0.637,12.5119,0.64,12.51,
12.38,12.31,12.56,1841.5,8.34,11.82,0.639,12.5132,0.64,12.51,
12.25,12.19,12.5,1854.7,8.48,11.71,0.637,12.5146,0.64,12.51,
12.19,12.13,12.38,1872.4,8.66,11.63,0.629,12.5149,0.63,12.51,
12.06,12,12.25,1886.7,8.8,11.5,0.647,12.5149,0.65,12.51,
12,11.94,12.19,1898.7,8.92,11.44,0.639,12.5144,0.64,12.51,
11.88,11.88,12.13,1910.8,9.05,11.36,0.626,12.5149,0.63,12.51,
11.81,11.81,12.06,1927.2,9.22,11.29,0.639,12.5146,0.64,12.51,
11.81,11.75,12.06,1935,9.29,11.27,0.626,12.5143,0.63,12.51,
11.75,11.75,12,1950.3,9.45,11.23,0.639,12.5139,0.64,12.51,
11.69,11.75,11.94,1962.4,9.57,11.19,0.617,12.5136,0.62,12.51,
11.69,11.75,11.94,1973.4,9.69,11.19,0.629,12.5136,0.63,12.51,
11.69,11.69,11.94,1979.9,9.75,11.17,0.617,12.5136,0.62,12.51,
11.63,11.69,11.94,1995.3,9.91,11.15,0.618,12.5128,0.62,12.51,
11.63,11.69,11.88,2006.3,10.02,11.13,0.617,12.511,0.62,12.51,
11.56,11.69,11.88,2012.9,10.09,11.11,0.609,12.5102,0.61,12.51,
11.56,11.69,11.88,2023.8,10.2,11.11,0.607,12.509,0.61,12.51,
11.56,11.63,11.81,2034.8,10.31,11.07,0.599,12.5086,0.6,12.51,
11.5,11.69,11.81,2042.5,10.39,11.07,0.599,12.5089,0.6,12.51,
11.56,11.63,11.75,2052.4,10.49,11.05,0.598,12.508,0.6,12.51,
11.5,11.63,11.75,2060.1,10.57,11.03,0.588,12.5073,0.59,12.51,
11.5,11.63,11.75,2069.9,10.67,11.03,0.587,12.5074,0.59,12.51,
11.5,11.63,11.69,2078.6,10.76,11.01,0.588,12.5074,0.59,12.51,
11.44,11.63,11.69,2084.1,10.81,10.99,0.577,12.5079,0.58,12.51,
11.44,11.63,11.69,2111.7,11.1,10.99,0.578,12.5085,0.58,12.51,
11.44,11.56,11.69,2141.5,11.4,10.96,0.577,12.5089,0.58,12.51,
11.44,11.56,11.63,2165.7,11.65,10.94,0.569,12.5082,0.57,12.51,
11.44,11.56,11.69,2186.8,11.86,10.96,0.567,12.5079,0.57,12.51,
11.38,11.56,11.63,2213.2,12.13,10.92,0.559,12.5083,0.56,12.51,
11.38,11.5,11.63,2237.4,12.38,10.9,0.556,12.5087,0.56,12.51,
11.38,11.5,11.63,2257.3,12.58,10.9,0.559,12.5086,0.56,12.51,
11.25,11.38,11.63,2271.5,12.72,10.82,0.556,12.5095,0.56,12.51,
11.19,11.31,11.5,2280.3,12.81,10.73,0.559,12.5102,0.56,12.51,
11.06,11.13,11.38,2286.9,12.88,10.59,0.556,12.5104,0.56,12.51,
10.94,11,11.25,2292.3,12.94,10.46,0.559,12.5112,0.56,12.51,
10.81,10.88,11.06,2298.8,13,10.32,0.556,12.5119,0.56,12.51,
10.69,10.81,10.88,2306.4,13.08,10.19,0.569,12.512,0.57,12.51,
10.63,10.69,10.81,2311.8,13.14,10.11,0.577,12.5119,0.58,12.51,
10.56,10.63,10.69,2314.9,13.17,10.03,0.569,12.5116,0.57,12.51,
10.5,10.63,10.69,2320.3,13.22,10.01,0.587,12.511,0.59,12.51,
10.44,10.63,10.63,2326.9,13.29,9.97,0.588,12.511,0.59,12.51,
10.44,10.56,10.56,2337.9,13.4,9.92,0.598,12.511,0.6,12.51,
10.38,10.5,10.5,2348.7,13.51,9.86,0.599,12.5117,0.6,12.51,
10.25,10.31,10.31,2360.8,13.64,9.69,0.618,12.5121,0.62,12.51,
10.13,10.13,10.13,2372.8,13.76,9.53,0.617,12.5122,0.62,12.51,
9.94,10,9.94,2380.4,13.83,9.36,0.629,12.5122,0.63,12.51,
9.75,9.88,9.75,2391.3,13.95,9.19,0.647,12.5117,0.65,12.51,
9.69,9.75,9.63,2398.9,14.02,9.09,0.648,12.5112,0.65,12.51,
9.56,9.69,9.56,2405.4,14.09,9,0.657,12.5117,0.66,12.51,
9.5,9.56,9.5,2416.2,14.2,8.92,0.659,12.512,0.66,12.51,
9.44,9.5,9.44,2423.8,14.28,8.86,0.668,12.5128,0.67,12.51,
9.31,9.38,9.31,2424.9,14.29,8.73,0.669,12.5124,0.67,12.51,
9.25,9.31,9.25,2435.6,14.4,8.67,0.677,12.5136,0.68,12.51,
9.19,9.25,9.19,2442.1,14.46,8.61,0.669,12.5159,0.67,12.52,
9.13,9.19,9.06,2447.5,14.52,8.53,0.687,12.5161,0.69,12.52,
9,9.13,9,2450.7,14.55,8.44,0.669,12.5156,0.67,12.52,
9,9.06,9,2453.8,14.58,8.42,0.677,12.5163,0.68,12.52,
8.94,9.06,8.94,2473.5,14.78,8.38,0.688,12.5164,0.69,12.52,
8.88,9,8.88,2492.1,14.97,8.32,0.677,12.5161,0.68,12.52,
8.81,8.94,8.81,2504.1,15.1,8.25,0.679,12.5161,0.68,12.52,
8.75,8.88,8.75,2513.8,15.19,8.19,0.669,12.5152,0.67,12.52,
8.69,8.75,8.63,2531.3,15.37,8.09,0.657,12.5152,0.66,12.52,
8.56,8.69,8.56,2544.4,15.51,8,0.659,12.5147,0.66,12.51,
8.5,8.63,8.5,2558.5,15.65,7.94,0.657,12.5139,0.66,12.51,
8.44,8.5,8.31,2568.2,15.75,7.82,0.648,12.5131,0.65,12.51,
8.38,8.44,8.31,2578.1,15.85,7.78,0.647,12.5117,0.65,12.51,
8.25,8.38,8.19,2587.9,15.95,7.67,0.639,12.5112,0.64,12.51,
8.19,8.31,8.19,2598.7,16.06,7.63,0.626,12.5106,0.63,12.51,
8.13,8.25,8.06,2610.7,16.18,7.55,0.629,12.5101,0.63,12.51,
8.06,8.19,8.06,2618.3,16.26,7.5,0.617,12.5104,0.62,12.51,
8,8.13,8,2626.8,16.35,7.44,0.618,12.5104,0.62,12.51,
7.94,8.06,7.94,2635.5,16.44,7.38,0.607,12.5106,0.61,12.51,
7.88,8,7.88,2645.3,16.54,7.32,0.599,12.511,0.6,12.51,
7.88,8,7.88,2652.8,16.61,7.32,0.586,12.511,0.59,12.51,
7.81,7.94,7.81,2659.1,16.68,7.25,0.588,12.5109,0.59,12.51,
7.81,7.88,7.75,2665.7,16.74,7.21,0.586,12.5112,0.59,12.51,
7.75,7.88,7.75,2674.3,16.83,7.19,0.569,12.5112,0.57,12.51,
7.69,7.88,7.69,2678.5,16.87,7.15,0.556,12.5114,0.56,12.51,
7.69,7.81,7.69,2686.1,16.95,7.13,0.548,12.5107,0.55,12.51,
7.69,7.81,7.63,2695.8,17.05,7.11,0.537,12.51,0.54,12.51,
7.63,7.75,7.63,2699.1,17.08,7.07,0.529,12.5097,0.53,12.51,
7.63,7.75,7.63,2704.3,17.14,7.07,0.507,12.5094,0.51,12.51,
7.56,7.75,7.56,2708.5,17.18,7.02,0.508,12.5099,0.51,12.51,
7.56,7.69,7.56,2717.4,17.27,7,0.518,12.5105,0.52,12.51,
7.56,7.69,7.5,2719.4,17.29,6.98,0.507,12.5109,0.51,12.51,
7.5,7.69,7.5,2723.6,17.33,6.96,0.518,12.5109,0.52,12.51,
7.5,7.63,7.44,2730.2,17.4,6.92,0.507,12.5109,0.51,12.51,
7.5,7.63,7.44,2736.5,17.46,6.92,0.529,12.511,0.53,12.51,
7.44,7.56,7.44,2743,17.53,6.88,0.526,12.5116,0.53,12.51,
7.44,7.56,7.38,2747.3,17.57,6.86,0.538,12.5117,0.54,12.51,
7.38,7.56,7.38,2748.2,17.58,6.84,0.547,12.5114,0.55,12.51,
7.38,7.5,7.38,2754.7,17.65,6.82,0.559,12.5115,0.56,12.51,
7.38,7.5,7.31,2773.3,17.84,6.8,0.556,12.5121,0.56,12.51,
7.31,7.5,7.31,2787.5,17.98,6.77,0.578,12.5129,0.58,12.51,
7.31,7.44,7.31,2802.6,18.14,6.75,0.597,12.5129,0.6,12.51,
7.25,7.38,7.25,2819.1,18.31,6.69,0.599,12.5131,0.6,12.51,
7.19,7.38,7.19,2836.5,18.48,6.65,0.617,12.5139,0.62,12.51,
7.13,7.25,7.06,2845.1,18.57,6.55,0.629,12.5139,0.63,12.51,
7.06,7.19,7,2858.2,18.71,6.48,0.637,12.5141,0.64,12.51,
7,7.13,6.94,2871.2,18.84,6.42,0.648,12.5148,0.65,12.51,
7,7.06,6.94,2884.2,18.97,6.4,0.647,12.5149,0.65,12.51,
6.88,7,6.81,2897.2,19.1,6.3,0.679,12.5149,0.68,12.51,
6.81,6.94,6.75,2908.1,19.21,6.23,0.668,12.5139,0.67,12.51,
6.75,6.88,6.69,2913.5,19.27,6.17,0.679,12.5126,0.68,12.51,
6.69,6.88,6.63,2929.6,19.43,6.13,0.687,12.5113,0.69,12.51,
6.69,6.75,6.63,2940.4,19.54,6.09,0.688,12.5116,0.69,12.51,
6.63,6.75,6.56,2952.5,19.67,6.05,0.688,12.5126,0.69,12.51,
6.56,6.69,6.5,2954.5,19.69,5.98,0.687,12.5144,0.69,12.51,
6.5,6.69,6.44,2967.4,19.82,5.94,0.688,12.5152,0.69,12.52,
6.5,6.63,6.44,2979.3,19.94,5.92,0.698,12.5154,0.7,12.52,
6.44,6.56,6.38,2984.7,19.99,5.86,0.688,12.5149,0.69,12.51,
6.38,6.56,6.38,2990,20.05,5.84,0.687,12.5146,0.69,12.51,
6.38,6.5,6.31,2999.7,20.15,5.8,0.678,12.5134,0.68,12.51,
6.31,6.44,6.25,3008.3,20.24,5.73,0.677,12.5127,0.68,12.51,
6.31,6.44,6.25,3013.7,20.29,5.73,0.669,12.5121,0.67,12.51,
6.25,6.38,6.19,3020,20.35,5.67,0.667,12.5122,0.67,12.51,
6.19,6.38,6.19,3027.6,20.43,5.65,0.659,12.5117,0.66,12.51,
6.19,6.31,6.13,3034,20.5,5.61,0.656,12.5115,0.66,12.51,
6.19,6.31,6.13,3038.2,20.54,5.61,0.648,12.5119,0.65,12.51,
6.13,6.31,6.13,3046.9,20.63,5.59,0.637,12.5121,0.64,12.51,
6.13,6.31,6.06,3050.9,20.67,5.57,0.629,12.5124,0.63,12.51,
6.13,6.25,6.06,3055.7,20.72,5.55,0.626,12.5129,0.63,12.51,
6.06,6.25,6.06,3061.4,20.78,5.52,0.618,12.5128,0.62,12.51,
6.06,6.25,6.06,3080.4,20.97,5.52,0.599,12.5128,0.6,12.51,
6.06,6.19,6,3102.8,21.2,5.48,0.607,12.5129,0.61,12.51,
6,6.19,6,3124.1,21.42,5.46,0.578,12.5132,0.58,12.51,
6,6.19,6,3142,21.6,5.46,0.577,12.5136,0.58,12.51,
5.94,6.13,5.94,3162.4,21.81,5.4,0.568,12.5137,0.57,12.51,
5.88,6.06,5.88,3183.7,22.02,5.34,0.547,12.5137,0.55,12.51,
5.88,6,5.81,3201.7,22.21,5.3,0.538,12.5136,0.54,12.51,
5.81,6,5.75,3213.3,22.33,5.25,0.516,12.5125,0.52,12.51,
5.75,5.94,5.75,3234.8,22.54,5.21,0.518,12.5122,0.52,12.51,
5.75,5.88,5.69,3250.7,22.71,5.17,0.496,12.5116,0.5,12.51,
5.69,5.81,5.63,3263.3,22.83,5.11,0.478,12.511,0.48,12.51,
5.56,5.75,5.56,3279.2,23,5.02,0.467,12.5109,0.47,12.51,
5.56,5.69,5.5,3296.1,23.17,4.98,0.478,12.511,0.48,12.51,
5.5,5.63,5.44,3311,23.32,4.92,0.476,12.5116,0.48,12.51,
5.44,5.56,5.38,3320.2,23.41,4.86,0.468,12.5117,0.47,12.51,
5.38,5.56,5.31,3336.5,23.58,4.82,0.467,12.5124,0.47,12.51,
5.31,5.5,5.25,3350,23.72,4.75,0.478,12.5124,0.48,12.51,
5.31,5.44,5.25,3361.8,23.84,4.73,0.486,12.5124,0.49,12.51,
5.25,5.38,5.25,3368.2,23.9,4.69,0.487,12.5121,0.49,12.51,
5.19,5.31,5.13,3384.1,24.07,4.61,0.486,12.5122,0.49,12.51,
5.19,5.31,5.13,3396.9,24.2,4.61,0.487,12.5124,0.49,12.51,
5.13,5.31,5.13,3404.4,24.27,4.59,0.516,12.5122,0.52,12.51,
5.06,5.25,5.06,3416.1,24.39,4.52,0.529,12.5124,0.53,12.51,
5.06,5.25,5,3427.6,24.51,4.5,0.537,12.5121,0.54,12.51,
5.06,5.19,5,3435.2,24.59,4.48,0.568,12.512,0.57,12.51,
5,5.19,5,3445.6,24.69,4.46,0.597,12.5119,0.6,12.51,
5,5.13,4.94,3455.4,24.79,4.42,0.599,12.5121,0.6,12.51,
4.94,5.13,4.94,3466.1,24.9,4.4,0.626,12.5121,0.63,12.51,
4.94,5.13,4.88,3472.5,24.97,4.38,0.618,12.5122,0.62,12.51,
4.94,5.06,4.88,3479.7,25.04,4.36,0.647,12.5126,0.65,12.51,
4.88,5.06,4.88,3489.5,25.14,4.34,0.648,12.5126,0.65,12.51,
4.88,5.06,4.88,3499.1,25.24,4.34,0.656,12.5126,0.66,12.51,
4.88,5.06,4.81,3503.3,25.28,4.32,0.688,12.5128,0.69,12.51,
4.88,5,4.81,3508.5,25.33,4.3,0.688,12.5129,0.69,12.51,
4.81,5.06,4.81,3518.1,25.43,4.29,0.698,12.5129,0.7,12.51,
4.81,5.06,4.81,3525.6,25.51,4.29,0.688,12.5128,0.69,12.51,
4.81,5,4.81,3534.8,25.6,4.27,0.717,12.5129,0.72,12.51,
4.81,5,4.81,3542.4,25.68,4.27,0.709,12.5132,0.71,12.51,
4.81,5,4.81,3549.2,25.75,4.27,0.707,12.5132,0.71,12.51,
4.81,5,4.81,3555.4,25.81,4.27,0.718,12.5129,0.72,12.51,
4.75,5,4.81,3558.4,25.84,4.25,0.717,12.5128,0.72,12.51,
4.75,5,4.81,3564.8,25.91,4.25,0.718,12.5127,0.72,12.51,
4.75,5,4.81,3571.3,25.97,4.25,0.726,12.5128,0.73,12.51,
4.75,5,4.81,3574.3,26.01,4.25,0.709,12.5126,0.71,12.51,
4.75,5,4.81,3580.8,26.07,4.25,0.717,12.5126,0.72,12.51,
4.75,5,4.81,3587,26.13,4.25,0.709,12.5127,0.71,12.51,
4.75,5,4.75,3593.3,26.2,4.23,0.718,12.5124,0.72,12.51,
4.75,5,4.75,3602.8,26.3,4.23,0.707,12.5124,0.71,12.51,
4.75,5,4.75,3607.2,26.34,4.23,0.709,12.5122,0.71,12.51,
4.75,5,4.75,3611.3,26.38,4.23,0.707,12.5121,0.71,12.51,
4.75,5,4.75,3616.7,26.44,4.23,0.699,12.5147,0.7,12.51,
4.69,5,4.75,3618.7,26.46,4.21,0.698,12.5158,0.7,12.52,
4.75,5,4.75,3626.2,26.53,4.23,0.688,12.5166,0.69,12.52,
4.75,5,4.75,3629.4,26.57,4.23,0.687,12.5174,0.69,12.52,
4.75,5,4.75,3634.9,26.62,4.23,0.678,12.5164,0.68,12.52,
4.75,5,4.75,3638.8,26.66,4.23,0.667,12.5156,0.67,12.52,
4.75,5,4.75,3644.5,26.72,4.23,0.659,12.5164,0.66,12.52,
4.75,5,4.75,3649.6,26.77,4.23,0.656,12.5166,0.66,12.52,
4.75,4.94,4.75,3649.5,26.77,4.21,0.648,12.5166,0.65,12.52,
4.75,5,4.75,3654.9,26.83,4.23,0.626,12.5158,0.63,12.52,
4.75,5,4.75,3660.4,26.88,4.23,0.629,12.5148,0.63,12.51,
4.75,5,4.75,3663.7,26.92,4.23,0.616,12.5156,0.62,12.52,
4.75,5,4.75,3660.3,26.88,4.23,0.599,12.5161,0.6,12.52,
4.75,5,4.75,3667.6,26.96,4.23,0.588,12.5164,0.59,12.52,
4.75,5,4.75,3674.2,27.02,4.23,0.577,12.5159,0.58,12.52,
4.75,5,4.75,3674.3,27.02,4.23,0.568,12.5154,0.57,12.52,
4.75,5,4.75,3674.3,27.02,4.23,0.546,12.5152,0.55,12.52,
4.75,5,4.81,3685,27.13,4.25,0.548,12.5152,0.55,12.52,
4.75,5,4.75,3699.3,27.28,4.23,0.537,12.5151,0.54,12.52,
4.75,5,4.75,3712.1,27.41,4.23,0.528,12.5151,0.53,12.52,
4.75,5,4.75,3719.5,27.49,4.23,0.516,12.5146,0.52,12.51,
4.75,5,4.75,3732.5,27.62,4.23,0.508,12.5146,0.51,12.51,
4.75,5,4.75,3743.1,27.73,4.23,0.516,12.5149,0.52,12.51,
4.75,5,4.75,3755,27.85,4.23,0.498,12.5149,0.5,12.51,
4.75,4.94,4.75,3764.6,27.94,4.21,0.506,12.5146,0.51,12.51,
4.75,5,4.75,3771,28.01,4.23,0.508,12.5143,0.51,12.51,
4.75,4.94,4.75,3780.7,28.11,4.21,0.506,12.5139,0.51,12.51,
4.75,4.94,4.75,3794.8,28.25,4.21,0.508,12.5136,0.51,12.51,
4.69,4.94,4.75,3800,28.31,4.19,0.506,12.5126,0.51,12.51,
4.75,4.94,4.75,3804.3,28.35,4.21,0.517,12.5116,0.52,12.51,
4.75,4.94,4.75,3813.9,28.45,4.21,0.526,12.5107,0.53,12.51,
4.75,4.94,4.75,3823.6,28.55,4.21,0.538,12.5105,0.54,12.51,
4.69,4.94,4.75,3830.2,28.61,4.19,0.546,12.511,0.55,12.51,
4.69,4.94,4.75,3832.2,28.63,4.19,0.548,12.5131,0.55,12.51,
4.69,4.94,4.75,3839.7,28.71,4.19,0.567,12.5144,0.57,12.51,
4.75,4.94,4.75,3848.4,28.8,4.21,0.568,12.5147,0.57,12.51,
4.69,4.94,4.75,3852.7,28.84,4.19,0.586,12.5137,0.59,12.51,
4.69,4.94,4.69,3856.1,28.88,4.17,0.578,12.5124,0.58,12.51,
4.69,4.94,4.75,3861.4,28.93,4.19,0.597,12.5114,0.6,12.51,
4.69,4.94,4.75,3869.8,29.02,4.19,0.599,12.5112,0.6,12.51,
4.69,4.94,4.75,3874.5,29.07,4.19,0.607,12.5116,0.61,12.51,
4.69,4.94,4.69,3877.7,29.1,4.17,0.608,12.5122,0.61,12.51,
4.69,4.94,4.69,3885.1,29.17,4.17,0.607,12.5124,0.61,12.51,
4.69,4.94,4.69,3887.1,29.19,4.17,0.638,12.5124,0.64,12.51,
4.69,4.94,4.75,3893.7,29.26,4.19,0.618,12.5122,0.62,12.51,
4.69,4.94,4.69,3901.2,29.34,4.17,0.637,12.5117,0.64,12.51,
4.69,4.88,4.75,3902.3,29.35,4.17,0.629,12.5112,0.63,12.51,
4.69,4.94,4.75,3906.5,29.39,4.19,0.637,12.5106,0.64,12.51,
4.69,4.88,4.75,3915.1,29.48,4.17,0.648,12.5105,0.65,12.51,
4.69,4.94,4.69,3926.3,29.59,4.17,0.647,12.5095,0.65,12.51,
4.69,4.88,4.69,3943.4,29.77,4.15,0.648,12.5095,0.65,12.51,
4.69,4.88,4.75,3962.8,29.97,4.17,0.647,12.5101,0.65,12.51,
4.69,4.88,4.69,3975.6,30.1,4.15,0.659,12.5124,0.66,12.51,
4.69,4.88,4.75,3992.9,30.27,4.17,0.647,12.5144,0.65,12.51,
4.69,4.88,4.69,4008.9,30.44,4.15,0.659,12.5137,0.66,12.51,
4.69,4.88,4.69,4021.9,30.57,4.15,0.656,12.5149,0.66,12.51,
4.69,4.88,4.69,4035.8,30.71,4.15,0.659,12.5154,0.66,12.52,
4.69,4.88,4.69,4051.8,30.87,4.15,0.656,12.5156,0.66,12.52,
4.69,4.88,4.69,4062.7,30.98,4.15,0.659,12.5148,0.66,12.51,
4.69,4.88,4.69,4074.4,31.1,4.15,0.656,12.5143,0.66,12.51,
4.69,4.88,4.69,4087.3,31.23,4.15,0.659,12.5139,0.66,12.51,
4.69,4.88,4.69,4100.1,31.36,4.15,0.659,12.5136,0.66,12.51,
4.63,4.88,4.69,4111,31.48,4.13,0.647,12.5132,0.65,12.51,
4.63,4.88,4.69,4122.1,31.59,4.13,0.659,12.5132,0.66,12.51,
4.69,4.88,4.69,4132.7,31.7,4.15,0.647,12.5149,0.65,12.51,
4.69,4.88,4.69,4143.6,31.81,4.15,0.648,12.5161,0.65,12.52,
4.63,4.88,4.69,4152.1,31.9,4.13,0.647,12.5168,0.65,12.52,
4.63,4.88,4.69,4159.6,31.97,4.13,0.648,12.5174,0.65,12.52,
4.63,4.88,4.63,4167.2,32.05,4.11,0.637,12.5176,0.64,12.52,
4.63,4.81,4.69,4180.3,32.18,4.11,0.638,12.5164,0.64,12.52,
4.63,4.81,4.69,4189,32.27,4.11,0.637,12.5158,0.64,12.52,
4.63,4.81,4.69,4191.2,32.29,4.11,0.638,12.5156,0.64,12.52,
4.63,4.81,4.69,4203.2,32.42,4.11,0.637,12.5161,0.64,12.52,
4.63,4.81,4.69,4210.9,32.49,4.11,0.629,12.5158,0.63,12.52,
4.63,4.81,4.63,4214.4,32.53,4.09,0.637,12.5149,0.64,12.51,
4.63,4.81,4.63,4220.7,32.59,4.09,0.629,12.5144,0.63,12.51,
4.63,4.81,4.63,4228.2,32.67,4.09,0.637,12.5139,0.64,12.51,
4.63,4.81,4.63,4234.8,32.74,4.09,0.629,12.5144,0.63,12.51,
4.63,4.81,4.63,4240.2,32.79,4.09,0.626,12.5149,0.63,12.51,
4.63,4.81,4.63,4244.6,32.84,4.09,0.629,12.5142,0.63,12.51,
4.63,4.81,4.63,4250.9,32.9,4.09,0.629,12.5134,0.63,12.51,
4.63,4.81,4.69,4256.5,32.96,4.11,0.626,12.5137,0.63,12.51,
4.63,4.88,4.63,4256.4,32.96,4.11,0.629,12.5141,0.63,12.51,
4.63,4.81,4.63,4259.5,32.99,4.09,0.616,12.514,0.62,12.51,
4.63,4.81,4.69,4255.3,32.95,4.11,0.629,12.5149,0.63,12.51,
